cell no.,A,B,C,D,E,F,G,H,I,size
514044,0.978076139,1.038023424,1.116139241,0.962548192,0.951190677,0.882857421,1.59488342,1.729154687,0.918522027,medium
514045,0.920384495,1.139302854,0.98865956,1.383039023,2.999017682,0.992471624,0.936092375,1.126622627,0.88975657,medium
514046,1.032035379,1.054119269,1.043260636,1.906737773,1.622854862,0.936600959,0.806463282,0.819493401,0.977117001,medium
514047,1.165258485,1.296811812,1.140198511,1.032230278,3.2046808,0.326807909,0.585130461,0.805530262,0.969245403,medium
514048,1.042176517,1.064539261,0.974179481,1.001392176,1.056126574,1.046473344,0.966701571,0.921596501,1.639103823,medium
514049,1.110242428,1.124989255,0.836423418,1.184732384,1.219566426,0.850096401,1.021809818,1.015710521,0.935054457,medium
514050,0.99694967,1.206247497,0.960448022,1.004597494,1.004801152,0.992043759,0.9622255,0.980467091,1.018343861,medium
514051,1.010065949,1.47262278,1.597730139,1.207665836,1.366814617,1.022615477,0.903868481,0.807399707,1.049919389,medium
514052,0.976705317,0.952642416,0.766614987,0.96606672,1.469196982,0.993905536,0.993263473,0.843157045,0.967377006,medium
514053,0.92337011,1.076965151,1.049922501,0.884470061,1.399142172,1.09640154,0.972923479,1.127325505,1.034675217,medium
514054,0.927044952,1.005593536,1.088886014,1.046695509,1.498838367,1.141664735,0.789388924,1.504065934,1.13891755,medium
514055,1.077875492,1.07548152,1.051841452,1.021579205,1.610953177,1.05266629,0.986320535,0.900802446,0.868204698,medium
514056,0.960910193,1.028071429,0.949297395,1.132035771,1.438063063,0.883530482,0.931036683,0.709964761,0.981718605,medium
514057,1.164862427,1.095469781,0.894663757,2.137593985,1.543792633,1.037522035,1.056788969,1.2363493,0.942490842,medium
514058,1.014127364,1.330017714,0.956707254,2.449159548,0.993404782,0.981205674,1.044448411,0.983949172,0.980232744,medium
514059,1.045301475,1.058357471,1.085813206,1.725316554,1.079308766,0.997401984,0.959416686,1.002632839,1.036864032,medium
514060,0.932685635,1.074188034,0.887870886,1.136108157,0.921609464,0.924589849,0.98868565,1.059602009,0.990928189,medium
514061,1.129732711,0.966255951,1.037334569,1.183770599,1.062063762,1.041164082,0.930567686,0.8955495,0.983536053,medium
514062,1.198757042,1.318647223,1.17848,1.092176286,2.512089314,0.36409025,0.66193209,0.836224192,0.957455242,medium
514063,0.938525057,0.943992571,1.052425348,1.005981828,0.951381492,0.935059734,1.010304481,1.011022987,0.990822425,medium
514064,0.850961345,1.312040072,2.035503424,1.250593524,1.089146148,0.999305363,0.985414395,0.928418399,1.014507182,medium
514065,1.086135209,1.037548139,0.809139456,0.818115246,1.058790312,0.92894042,1.298233216,1.06174108,0.802311715,medium
514066,1.253560668,1.576138148,0.931263212,0.850123525,1.617228386,0.99645226,0.922499146,1.37748051,0.81459553,medium
514067,1.234651987,0.83500334,1.237150228,1.039609333,1.223621254,0.944771808,1.147429306,0.951279934,1.10447417,medium
514068,1.054722381,1.084624868,0.938759822,0.655798292,1.046758396,0.965802774,1.024744608,1.042312624,1.678811789,medium
514069,0.938395415,1.190243902,0.951634203,0.912724494,1.04247759,1.248104575,0.96109257,1.052835632,1.122835794,medium
514070,0.98270463,1.012533875,0.988816645,1.079250642,0.991985693,0.99537037,0.908854878,1.064376181,0.970189158,medium
514071,1.836079545,1.598675297,0.87596069,1.894436184,1.381891528,1.150795249,0.764643399,0.948682658,0.980573447,medium
514072,1.821265008,1.642924976,1.379759632,0.842964718,0.991273353,0.878394083,1.010139584,1.066155446,0.963434969,medium
514073,1.284233217,1.454186893,1.196440343,1.15,1.095010846,0.907603556,0.900502703,1.024086379,0.954767229,medium
514074,1.050126521,0.927280414,1.816942993,0.876561106,1.383224967,0.81627139,0.971227881,1.354788069,1.053985507,medium
514075,1.525619437,0.897452366,1.003506136,0.984328455,1.05574136,0.990341117,0.994015162,1.007172891,0.895010641,medium
514076,1.013471503,2.015393196,1.639947866,1.540470617,1.161960575,1.00928839,0.917957276,0.885139175,1.022405934,medium
514077,0.958479477,1.032900981,0.980319149,1.105941459,1.35907455,1.025816769,0.983990284,1.05150312,0.947440345,medium
514078,1.167056075,1.032442068,1.030032607,1.012117206,1.462895034,0.988879004,0.891120507,1.055518573,1.097130243,medium
514079,0.972257251,0.981770833,0.951877376,1.055930332,4.406246502,0.970858192,0.996692895,0.236039946,0.977862681,medium
514080,0.976572668,1.074303874,0.817090395,1.022867337,3.884925976,1.008382868,1.011645725,0.595056766,0.949823944,medium
514081,0.951665275,1.072956411,1.008755638,1.039885016,1.648429585,0.716153128,0.948426242,1.623057336,0.871329996,medium
514082,0.95052164,1.101453823,0.949512335,1.051442025,0.817371601,0.972436409,1.102860227,0.879042691,0.998577236,medium
514083,0.929836701,1.064577817,0.927818546,1.009299343,1.188777066,0.918903286,1.242266592,0.930861981,1.086423401,medium
514084,1.186614558,0.93849107,0.945699087,0.890979088,1.017572762,0.945611481,0.918642492,0.984324221,0.881610635,medium
514085,0.98001721,0.938081108,0.899306971,1.042694789,0.941582192,0.901863716,1.035404272,1.143827729,0.967216746,medium
514086,1.041392363,1.07916564,1.114817904,0.993705894,1.570186795,0.874861709,1.516307863,1.043567729,0.888514482,medium
514087,0.96834891,1.100616016,0.878849803,1.091618795,2.317180617,1.207935787,0.961549272,0.827554348,0.674708085,medium
514088,1.176902235,0.993985729,0.99411303,1.050527426,1.094873431,1.067293471,0.987293113,1.077265642,0.364424993,medium
514089,1.139534884,0.871597408,1.069548376,1.148151972,1.353139144,0.926545951,0.741532977,1.484848485,0.746292551,medium
514090,1.065554388,0.999865961,0.989106125,1.235101855,1.027364203,1.066628554,0.95536595,0.891830628,0.93386938,medium
514091,1.709066191,1.022364217,1.079020762,0.668212758,4.957286929,0.992341468,0.970705859,0.922575198,0.991567256,medium
514092,1.031449681,1.089342459,1.07816295,1.310917344,3.768857039,1.085707052,1.059051211,0.462669886,1.071899073,medium
514093,2.227564949,1.081272085,1.089113117,0.602628422,2.87760691,0.985735418,0.976648914,0.951361791,1.054678939,medium
514094,1.316513198,1.242781303,1.066539338,1.108276939,0.984441473,0.957269216,0.984931682,1.014328127,1.063120286,medium
514095,0.97227893,1.035957648,1.035820214,1.00243546,0.962619121,0.971184151,0.975546673,0.778248588,1.167853621,medium
514096,0.883633133,0.998413538,0.993447651,1.121657585,1.451324428,1.209332856,0.931606828,1.085165883,1.190541,medium
514097,0.947769217,0.997984065,0.964146291,0.934405941,1.400283688,0.958316918,0.901155216,1.237767584,1.028493894,medium
514098,1.039497307,1.054777389,0.983244478,1.032561505,0.964474109,1.161422222,0.992956036,0.961767399,0.986432826,medium
514099,1.012796451,0.822868473,0.9309413,1.239172706,1.17208413,1.099726556,1.058551618,0.962183005,1.628932758,medium
514100,1.133272582,1.135225376,1.037626317,1.222417693,1.099351523,1.025354534,0.936460107,0.885920979,0.99379354,medium
514101,1.011842981,1.162632165,0.935533981,1.015536938,1.378395654,1.168945743,0.944197013,1.044995744,0.777032283,medium
514102,0.90830708,1.010831586,1.016002724,0.931408606,1.165302474,0.850629569,1.077960429,1.088406265,0.783110003,medium
514103,1.661367726,1.544797534,0.992999813,1.707843918,1.644816823,1.505976521,0.505816544,1.010225738,1.025440517,medium
514104,0.925168904,1.019186634,0.928946447,1.097518248,1.142308044,0.991339492,0.886134992,0.869171607,1.307901378,medium
514105,0.984794505,0.871058371,0.876678877,0.847664345,0.79807373,1.00780922,0.927209565,0.91587632,0.962156343,large
514106,0.924187847,1.002854756,0.919281204,1.075279002,1.256482845,1.282342463,0.955571416,0.934030281,0.979907621,large
514107,1.261369109,1.235241379,1.02158332,0.983148219,1.282258065,1.047674732,0.790830946,0.881346832,0.952391887,large
514108,1.560734851,2.027777778,1.382480743,0.976253687,0.973829463,1.273311684,0.917819811,0.906484709,0.85183208,large
514109,1.116711148,1.075114743,1.035828464,1.379618907,1.063417306,1.029141448,0.904225929,1.064237251,1.048109966,large
514110,1.378622707,1.149105627,1.015613383,1.064379699,1.140569796,0.867648438,0.8427786,0.875502537,0.990636897,large
514111,1.483182766,1.891479562,1.365270056,0.982072334,1.032553369,1.334511568,0.891971203,0.857631608,0.830439615,large
514112,1.081709617,0.988023952,0.976176446,1.746708722,0.969186152,0.964905901,1.009978551,0.990835983,2.932425956,large
514113,0.967100057,1.013202876,0.887304185,1.006529851,2.503397561,0.997974797,0.995619747,1.048593952,1.008130081,large
514114,0.962644502,1.06857268,0.916992515,2.240777557,1.056003487,0.982480091,0.979352364,1.027408994,4.783195266,large
514115,0.965106136,1.042536116,0.995639082,1.064739761,0.982029046,1.043047882,0.973895582,0.903968169,1.907763769,large
514116,0.985582075,0.914468796,1.049805722,1.659773663,1.017479971,1.032161383,0.995228055,0.915415675,1.116361964,large
514117,0.942412334,1.020851434,1.066654689,1.776536313,1.169160703,0.972806734,1.113451742,0.970217292,0.968408075,large
514118,1.036349499,1.082229372,0.989952248,1.056378017,1.053977582,0.94763987,1.048185459,1.074942263,1.020592787,large
514119,0.906292236,1.265442145,0.994147262,0.895015677,1.112289339,0.97790586,1.020691082,0.989233377,1.010429115,large
514120,0.975459262,1.006945505,1.017215228,1.138219818,0.992525794,1.074809576,0.99571491,0.967351772,1.051928653,large
514121,0.940637512,0.941376319,1.008220416,0.942277945,0.96883593,0.995815024,0.966916715,0.9090829,0.988645306,large
514122,1.430488815,1.759586579,1.93546814,1.501828525,1.04628126,1.037729436,1.029534457,0.915877697,1.009242144,large
514123,1.042874769,1.063346228,0.992985576,1.142520745,1.018754884,1.04925418,0.956317336,0.97329002,1.546215943,large
514124,0.9517468,1.001547389,0.91493366,1.245841746,0.923895324,0.962910798,0.99887218,1.022138483,1.375460123,large
514125,0.980816633,0.92789452,0.957807742,1.579907085,0.939793578,0.97602634,1.003151923,0.979987621,1.990699166,large
522001,0.960321577,0.981107321,0.850346878,1.010434783,3.102819411,0.381735963,0.410618163,1.77294918,1.169617894,small
522002,1.022040816,1.102838187,1.125905485,1,1.934658134,0.645020891,1.25576141,7.061075661,0.871733397,small
522003,1.01902105,0.974285714,1.235879128,1.242613706,4.267025968,0.952825073,0.959618371,0.81395122,0.999039501,small
522004,0.92013626,0.968412943,0.896311067,1.128819158,11.2114606,0.489117597,0.792270531,1.060256832,0.970387244,small
522005,1,0.864569488,1.049422458,0.937255492,6.261410788,0.759509053,1.222075347,1.072684891,1.023894362,small
522006,1.04265233,0.881099444,0.760288375,5.733263232,0.994076164,0.836591771,0.824786325,1.002026049,1.016374269,small
522007,1.061749092,0.882687927,0.795228628,6.600071352,6.34253557,1.16264552,1.434557235,1.004191485,1.286324786,small
522008,1.000520129,1.001021555,0.990870195,1.006301351,1.246530719,1.075267066,1.008941829,1.023694806,0.850471522,small
522009,0.998819485,0.995285962,0.990650351,1.033767959,1.18087511,1.004270443,0.89474918,1.098376088,1.026971849,small
522010,1.001970258,1.04291328,0.962926367,1.011642157,1.051208091,0.912970367,1.043048583,0.896914498,0.763067769,small
522011,0.942166595,0.930758525,0.794624598,0.84670947,2.645910781,0.359325606,0.737588652,0.924217463,0.984216796,small
522012,1.020408163,0.869492934,0.655747469,1.174556213,3.481207944,0.667212488,0.65391529,0.823143864,0.703450106,small
522013,1.073006724,1.024858264,1.555043607,1.268671935,4.688304997,0.811966131,0.910818415,0.967085602,1.12547852,small
522014,1.019668338,1.009155646,0.97447496,2.834202294,1.106735065,1.41013756,1.139270687,0.948920863,0.944805195,small
522015,0.974480151,1.009725906,1.033438238,1.033367037,5.243617797,1.349162494,0.93067899,0.986894794,0.454641033,small
522016,1.010036302,0.922141596,0.932237776,1.005952381,2.980777267,0.762214286,2.48294222,2.204346817,0.963138607,small
522017,1,0.965,1.705023364,1.651766004,1.210649048,0.530444088,0.673276251,2.452400583,0.955660874,small
522018,1.806761078,1.029259897,1.020185709,1.04475043,6.483822423,0.874820968,1.028592927,0.119435277,0.975675676,small
522019,1.039311119,1.112008073,0.982225382,0.982046679,3.084177032,0.877555844,0.763201912,1.172803286,0.853164557,small
522020,0.977363515,0.997920518,1.289888585,1.1500612,1.163487353,1.06335818,0.88608016,1.091222251,0.958727755,small
522021,0.974313236,0.915097351,0.811694436,1.018518519,0.998878295,0.763173475,0.806478873,0.929685363,0.987378084,small
522022,1.011090573,0.872727273,0.941362916,1.049382716,0.861484803,0.915691264,0.62897633,0.326612518,0.211592473,small
522023,1.610539846,1.099030471,1.047921071,0.920718025,1.978494624,0.895434783,0.770565901,0.732991745,0.081463009,small
522024,1.010591578,0.908997955,0.893518519,0.998443176,1.675465839,0.710028908,1.397951143,0.956842834,0.998473282,small
522025,1.148980441,1.027107438,1.113943972,1.209269663,1.619948567,0.921199797,0.795537525,0.795208845,0.992596249,small
522026,1.026634383,0.96380597,0.898761062,1.003142458,5.705709024,0.974545455,0.891046386,0.115224898,0.981879955,small
522027,1.018646013,1.111180318,1.386963075,0.939270222,2.085293085,0.67699115,1.122732769,0.597291047,1.305917987,small
522028,0.997661123,0.977266922,0.807490295,0.96856452,1.821328996,0.707286032,0.8696,1.010900864,0.933627431,small
522029,0.984457323,0.876480541,0.912346843,0.963681049,8.507828455,0.8,0.988922457,0.10507472,0.912157414,small
522030,0.99471831,1.021323299,1.024877935,1.286099345,1.859982714,0.995923913,1.096434833,7.984241084,1.084913919,small
522031,1.116666667,1.159591195,2.078534031,4.380754381,0.879873679,1.201106083,0.985386717,3.873575265,0.928839779,small
522032,1.056323777,0.628907116,0.827145466,1.219539642,1.00128783,0.757877814,0.146233871,0.917398946,1.013317191,small
522033,1.034469097,0.973997833,0.931884058,1.013001912,2.689813298,0.677910375,1.13225,1.19236957,0.994205794,small
522034,0.661869123,0.829563388,1.226031957,1.119844358,1.410549044,1.696525343,8.716650748,1.822469702,0.913606261,small
522035,1.001644286,0.945611201,1.051407237,4.43141655,4.08,1.033710895,7.804865687,0.776813606,0.996793159,small
522036,1.061749092,0.882687927,0.795228628,6.600071352,6.34253557,1.16264552,1.434557235,1.004191485,1.286324786,small
522037,0.976020982,0.445112389,0.768260292,1.225053079,13.98719122,1.094348894,1.637912673,1.146778711,1,small
522038,0.763743842,0.599583044,0.536323241,0.896217626,2.541204437,0.704021637,0.854261013,0.848909016,1.017886179,small
522039,0.978611632,1.020764667,0.920432845,0.827267303,3.48498818,0.704332646,0.760060909,1.043758044,0.960233918,small
522040,1.060502283,0.864961333,0.855477855,1.032938755,17.89089941,1,0.961136024,0.912977099,1.050273224,small
522041,1.003619442,1.050856827,1.287534122,4.313544948,0.191978693,0.921381775,0.968049155,1.043938422,1.00128866,small
522042,1.061749092,0.882687927,0.795228628,6.600071352,6.34253557,1.16264552,1.434557235,1.004191485,1.286324786,small
522043,1.054574639,0.593506782,14.47333627,0.939002671,3.802908726,0.760712566,0.801988636,0.868339636,0.9505199,small
522044,0.54888487,0.740844577,0.89827883,3.327746402,2.612766368,0.1519196,1.004707729,0.971903443,1.011890606,small
522045,1.085315572,1.008191925,0.777446174,0.975099038,7.171555973,1.193002915,0.870618557,0.802150538,0.818007137,small
522046,1.040878754,1.386021505,1.031689302,1.115051903,5.933697021,0.74828038,0.886293792,0.927184466,0.950055494,small
522047,0.996212121,0.918774174,0.86049461,1.007840342,12.44418292,0.68835691,0.299861717,0.138974958,0.973357016,small
522048,1.030410448,1.041281912,1.078080229,5.815614618,0.979353529,1.041207302,1.071073467,0.978089888,1.019701712,small
522049,0.910511364,0.987062405,1.446882468,3.33919319,0.98467433,1.4375,1.342947037,1.011621901,0.988082627,small
522050,1.01276797,1.27996936,1.657239819,0.657730653,1.100426338,1.184034908,0.642063082,1.019199567,0.971808078,small
522051,1.007624769,1.007624769,6.45137661,2.768052008,0.62435751,1.234272177,1.216497597,1.075785582,1.005510365,small
522052,0.991621488,0.985518102,0.98409894,5.131455399,1.024614552,1.015291402,1.082356477,1.04,0.980674847,small
522053,0.989195231,0.996526572,0.964045699,1.062969141,9.072656503,0.734994914,0.789639313,1,1.055195806,small
522054,0.974507532,1.072502685,1.103954802,9.947018573,3.173215718,0.993541033,1.074179743,1.038099718,0.952464021,small
522055,0.590869565,0.94601381,1.097850679,7.668275862,1.739027284,1.173125,0.958561853,1.106770833,0.985828712,small
522056,1.061749092,0.882687927,0.795228628,6.600071352,6.34253557,1.16264552,1.434557235,1.004191485,1.286324786,small
522057,0.63681666,0.848906561,1.591552316,2.710005423,3,0.389049686,0.979452055,1.029114312,1.051266402,small
522058,1.348692033,0.658272081,0.880134116,0.401804883,1.094545455,1.168831169,1.020640956,1.027042578,0.957076566,small
522059,1.056801994,0.991409953,1.301048066,0.334963877,1.049008605,1.085948645,1.17844018,1.072847682,0.962668785,small
522060,1.040917888,1.011212516,1.037608225,7.487850972,0.987933635,1.025713478,1.012001116,0.928374656,0.938899641,small
522061,1.137204078,0.657718121,0.728139343,1.250813273,2.17634301,0.734807269,0.949938004,0.970356816,1.057206127,small
522062,1.050190784,1.015944645,1.110730202,0.994456763,2.462696783,0.93642556,1.038379531,0.99644634,1.010269122,small
522063,1.099956351,1.341645885,2.009355509,1.017125838,5.474848377,0.843413634,0.495888265,1.221123278,1.049044057,small
522064,1,0.893328577,0.917133259,7.585036256,1.116065974,1.010399562,0.941622441,0.945945946,0.962230851,small
522065,0.984528414,1.090632603,1.219758849,2.545953361,1.070756646,1.217959184,1.214138074,1.036550308,0.984434161,small
522066,1.037178996,0.998471532,1.081020591,3.625525411,1.119152692,0.9104977,0.859126984,1.037704918,1.022875817,small
522067,0.604452866,1.045506692,1.921903882,1.118542686,0.966959431,1.19384474,1.020260492,1.002480159,1.018090452,small
522068,1.199364575,1.052745352,1.094831674,0.967846968,0.750377644,1.11525974,1.038335159,1.161271676,1.005461165,small
522069,1.01924823,1.218202765,1.303038598,1.048098859,1.339622642,0.917525773,0.939325206,1.096381579,0.969135802,small
522070,1.415592647,0.704972744,1.008830613,2.74476601,1.385613401,0.886163813,0.482110627,0.634878638,0.809749074,medium
522071,0.989359681,0.966091843,0.993579454,1.528481013,6.293095459,0.799540121,0.737613229,0.406977156,2.312321878,medium
522072,0.591759657,0.453381643,0.593012494,1.074201681,1.007610499,0.648378785,0.503119133,0.354813998,0.892250695,medium
522073,1.539344721,0.944518896,0.991122715,1.020979021,2.145556478,0.655172414,1.27016129,0.197181373,0.64358174,medium
522074,1.0774243,0.921842289,3.77116627,1.085334318,1.011206253,0.376138733,0.667163179,0.338026354,2.47098483,medium
522075,0.997271487,0.961061947,1.066270178,0.909120206,5.612847222,0.897333333,0.563850505,0.824659333,0.496658763,medium
522076,1.591828794,0.42906478,0.495885093,1.361064331,1.418777293,0.937092975,1.067961165,0.698406427,1.033239832,medium
522077,0.696211096,1.07801229,2.152944804,4.540790386,1.851117718,1.039130435,0.728294708,1.414593235,8.612484549,medium
522078,0.941608997,0.900546022,0.870765832,0.966283221,1.073763792,0.906347555,1.077911314,0.210470917,1.013027744,medium
522079,0.999345264,0.869790628,0.884424192,2.23279591,2.104987427,0.432453957,5.797923875,0.988782426,1.01575898,medium
522080,0.961538462,0.83485342,0.722595078,0.99344692,3.579116984,0.678338639,0.16925,0.502426343,0.998969072,medium
522081,1.057209574,1.042567343,1.686903138,1.129656367,1.365827338,1.126144456,0.988584475,1.513656747,0.807832644,medium
522082,1.007393398,1.072560839,1.486040019,0.927695888,3.112021858,0.76485221,0.936906899,1.084762866,0.966587112,medium
522083,1.044081633,0.870730653,0.994842233,0.917159763,1.697409326,1.269977714,1.385711378,0.922627081,0.966748166,medium
522084,0.998036328,1.004461141,0.955937893,2.525415324,6.396064476,0.811544992,0.972093023,0.977521008,0.971933472,medium
522085,1.089370933,1.173374613,0.986519018,0.992902503,11.85318949,0.767000417,0.846622209,0.942184874,0.954510109,medium
522086,1.006423034,1.030918728,1.097813838,1.013975803,6.345353982,0.97068926,1.064546305,1.054272792,1.004041845,medium
522087,0.623703183,0.629644753,1.418079096,3.580335731,2.291711777,0.610821285,0.705281358,0.423093402,3.115044248,medium
522088,0.945302013,0.942266626,0.708696876,1.306430185,2.774024842,0.852902663,0.918642492,0.965436242,0.990263763,medium
522089,0.669982743,1.349984092,0.455113093,1.195329831,1.838893706,0.87660626,1.015563473,1.138438881,1.002939015,medium
522090,0.983161833,0.936427851,4.557058619,0.947079237,1.589089661,0.917377242,0.954682779,1.055036345,0.962460897,medium
522091,1.267148014,1.025575448,1.453051643,1.047794118,14.12865497,1.287526427,1.348314607,1.231578947,1.08778626,medium
522092,0.955810147,1.471493213,2.61564755,1.128360215,0.397881948,0.958376963,1.040944411,0.978625954,0.965646471,medium
522093,0.81986755,1.24119029,4.216409604,1.22796518,0.686696478,1.006040892,1.032843561,1.007896924,0.841584158,medium
522094,1.012723417,1.690920398,4.283964575,0.950903614,2.644663523,1.654610493,1.024800709,0.707268503,1,medium
522095,1.231549493,9.149171271,0.117353509,0.996753247,2.052287582,0.718986681,1.036460177,1.174108818,1,medium
522096,0.791283724,12.03204134,1.181024447,0.817241379,2.564660691,0.954564577,4.663934426,1.063734291,0.976895735,medium
522097,1.028245519,1.037177748,0.996426748,2.907133244,6.340180361,0.975819577,1.060751399,1.042581328,1.025182778,medium
522098,1.049307958,1.429261745,1.214267516,1.001610738,6.208147044,0.689798851,0.978373882,0.952264382,0.972180612,medium
522099,1.025107604,1.108437818,0.929771505,4.062225768,8.156076898,0.754172628,0.876890502,0.990482039,0.992158093,medium
522100,1.297343324,1.05230312,7.524936869,1.196515679,2.598006645,0.845276292,0.786141847,0.527102041,1.204951561,medium
522101,1.159519977,1.162167126,1.1532897,0.626803752,1.2756917,1.370870871,1.024282561,0.438181527,1.014517876,medium
522102,1.036757198,1.211020408,1.184909457,3.889253062,0.983229814,1.13342599,1.031529517,1.032399907,1.021164021,medium
522103,0.933270897,0.978444236,0.975989024,1.303415941,6.602352941,0.146079829,3.272274764,0.982360248,1.005324544,medium
522104,1.111254185,1.131204722,1.254182754,6.621709107,1.097484277,1.189427313,1.123333333,1.068432671,1.001064963,medium
522105,0.978925726,1.149115417,1.37146334,6.191768431,0.285725399,1.013672496,1.050984188,1.034768212,0.967564061,medium
522106,0.925099602,0.87289916,1.072327044,6.559341376,1.007770472,0.885893648,0.226789444,0.966654842,0.993997175,medium
522107,1.04616999,0.969892473,0.940281816,7.475577026,1.068074378,1.122182293,0.967710997,1.043690903,0.972607154,medium
522108,1.269946809,1.07327359,1.127320955,4.530147207,1.27956636,0.934370058,1.026907249,0.962207358,0.981112277,medium
522109,0.978200883,1.040042712,1.101301641,4.179168779,4.639821399,1.326941066,3,1.605199678,1.163351896,medium
522110,0.944350187,0.997067449,0.854193005,11.62657153,1.194642857,1.051589682,1.026490066,1.028985507,0.95035461,medium
522111,0.976815131,1.025422005,1.033020297,4.247294884,1.044719124,1.041812205,1.01574236,0.995670996,0.994928685,medium
522112,0.995967742,0.996811435,1.019822052,2.335303222,1.050354345,1.069297041,1.02758287,1.012024825,0.991023339,medium
522113,0.978281638,1.016006456,0.997822728,2.273420968,1.156967004,1.018494238,1.0080034,1.00598984,0.995179634,medium
522114,0.98888463,1.023464164,0.978667828,8.282210595,1.104203936,1.029864676,0.992151431,1.0327562,1.030905077,medium
522115,1.012480499,1.006721662,1.14490394,8.428661022,0.983152174,1.026086957,0.975013881,2.671131376,0.994619088,medium
522116,0.997437358,1.101060512,1.370519263,9.25375,1.03555941,1,1.004261364,1.008933002,1.00877193,medium
522117,0.860579065,1.360690016,0.996619718,0.377911849,0.925401929,1.255639098,1.109478325,1.110099338,0.979381443,medium
522118,0.966592012,1.059136354,1.041317992,4.622159591,2.807532468,0.970706059,0.99401347,0.996902426,0.993108729,medium
522119,1.006100843,1.34576907,1.159638554,3.852083986,0.928134879,1.009453539,1.072569603,1.072297781,1.017686424,medium
522120,1.010910816,0.992155053,1.113411341,3.051065541,1.144321767,0.993574297,0.998769483,0.987394958,1.003661513,medium
522121,0.960689655,1.029819695,1.125904486,4.2625,1.212520593,1.105145414,1.261026103,1.07323689,1.001760563,medium
522122,0.628236745,1.4664,0.255853555,0.780461032,1.035387431,0.925373134,1.037713612,0.966844287,1.010321797,medium
522123,0.820768941,0.965899218,0.923459245,2.177405498,0.999371069,1.036674817,0.980112408,1.037230568,0.945907034,medium
522124,2.00159292,0.503992726,0.916089216,1.100388046,3.448726933,1.535149989,1.496372768,0.929526749,0.96587653,medium
522125,0.987132353,1.015248897,0.999347258,1.494781434,1.487681159,0.98766396,0.999841438,1.002307745,0.994393786,medium
522126,1.001697345,1.007958749,1.010130354,1.646706132,1.175130695,1.087695269,0.930811168,0.975807026,0.972040734,medium
522127,1.002153316,0.99743439,0.990677472,1.001349091,1.419480179,0.945788192,1.057389026,0.992047308,1.114046456,medium
522128,1.001188134,0.998118428,1.000073619,1.148926671,1.307296831,0.944661367,0.897871389,1.011004549,1.158555674,medium
522129,1.007834204,1.0087842,1.010966648,0.994642068,1.483779819,1.005013624,1.008833922,1.002001372,0.991884222,medium
522130,0.810454826,1.029276986,1.042813456,1.10549888,4.941518847,0.302127902,1.207310759,2.845914742,0.722269584,medium
522131,1.184263754,1.797384067,1.066274253,1.44222561,1.029520295,1.273385013,1.054221342,0.197796218,0.977777778,medium
522132,1.035964277,0.99143469,0.984270734,1.018087215,2.007570381,0.533702569,0.414088026,1.268408063,1.158962796,medium
522133,0.985297978,0.986006737,0.89703921,1.172686528,1.623139994,7.722438753,1.242031873,1.043519395,0.97719772,medium
522134,1.124543611,0.900510204,1.032492726,0.929117018,5.925063291,0.932867133,0.996441281,1.010847107,1.007253886,medium
522135,0.924722965,0.828219178,1.222548444,1.072268326,0.306261913,0.518133861,0.970378703,1.00155159,0.972222222,medium
522136,1.024123741,0.979339771,0.821801695,1.357944387,2.223120255,0.961123723,0.929538462,1.038923127,1.003585398,medium
522137,0.940334129,0.911151961,0.834698967,0.98467198,2.397594387,0.813169502,1.807747489,0.940932642,1.055126792,medium
522138,1.013275924,1.006526468,0.927204659,1.025965801,8.147093713,0.737987789,0.919004097,0.985915493,0.96541502,medium
522139,0.898048354,0.948650675,0.920396185,1.151310861,9.825525636,0.899086062,1.286192469,0.249001619,1.0105215,medium
522140,1.025704129,1.006577066,1.096385542,5.913466462,1.162206805,0.930624381,0.98373174,0.994643455,0.9917979,medium
522141,0.519914651,1.011698538,1.010935601,9.404719413,1.050944947,1.014840799,0.974603175,0.989508559,0.990361446,medium
522142,1.015760041,0.984460196,1.006646526,1.079870951,1.185494223,1.09474824,0.971233267,1.033385335,0.978696742,medium
522143,0.99461642,1.00524659,1.034453782,5.364463013,0.997098085,1.064889174,1.095959596,1.029018585,0.970935803,medium
522144,1.002519597,1.027467811,0.948545259,7.103438228,2.346280448,1.041689983,2.586034913,1.012708697,1.06625,medium
522145,1.030513834,1.056439311,1.325401217,3.30047138,1.106312292,1.410349374,1.394199077,0.968540485,0.967162648,medium
522146,0.964302713,0.962273902,1.020725389,8.756393001,1.002972652,1.055721989,1.004242424,1.019796041,0.972272453,medium
522147,1.027922385,1.015027322,1.040976059,8.244802715,1.20894812,0.95500608,0.92563081,0.98111332,1.014040562,medium
522148,1.113835377,1.310459852,0.966054682,1.12995338,2.103577371,1.294871795,0.888653234,0.771533293,1.193758127,medium
522149,0.294502052,1.032376748,0.800939159,7.965940686,1.03309628,0.980769231,0.963534362,0.982813865,0.980317113,medium
522150,1.258148631,0.997353797,1.337715454,0.878453039,1.120197905,1.025529265,1.005956113,1.005349276,0.987012987,medium
522151,1.015221046,0.9978426,0.99768416,1.025841781,0.960099606,0.997564216,0.995212528,1.000313381,0.999104183,medium
522152,0.999433789,0.987681572,1.013987519,1.904288066,1.082200741,1.009619526,0.988201645,1.004919693,0.988491692,medium
522153,1.1445962,0.98081464,1.179694799,6.496085822,1.348492258,0.973462783,0.988789977,1.004635762,0.98729352,large
