cell no.,A,B,C,D,E,F,G,H,I,size
511004,0.941176471,0.875,0.769230769,1,0.915091652,1.126597687,0.648021495,1.062184874,0.833833703,small
511005,1.079496035,0.947494326,0.947813557,1.369044078,0.922695235,0.974451675,0.913165266,0.901259964,0.74496669,small
511006,0.909601686,0.851754642,1.29401283,1.01999594,2.562699256,0.714008427,1.156071631,1.138487293,1.871625285,small
511007,1.025959079,0.850034876,0.86594263,1.138675624,1.193632229,0.902824776,0.782383916,1.226109101,1.214960013,small
511008,1.121707922,1.243453329,1.165822916,0.846842645,1.255008177,0.903172807,0.80846783,1.422190389,1.025173678,small
511009,1.039796701,0.857142857,0.933597294,1.937374567,0.955640197,0.801348575,0.909252085,0.978620081,0.682109664,small
511010,1.014442152,0.937365369,0.983628466,1.327012745,3.736032389,0.802257258,0.938022051,0.940360842,0.975185606,small
511011,1.027521942,0.959683377,1.012315271,1.00085197,4.261806131,0.71644732,1.009451008,0.891715503,0.828697068,small
511012,0.866123605,0.892976589,0.83538924,0.901774124,3.405468231,0.537506906,0.912671233,0.887092763,0.982217476,small
511013,0.956857024,0.927353267,0.923380337,1.837290651,1.37648294,0.844909136,0.965152075,0.992177481,0.793978249,small
511014,0.920625478,1.236081748,1.016074694,0.952923512,2.75604767,0.601182235,0.8989,1.097536281,0.886084705,small
511015,1.010196941,0.824051053,0.789126067,0.857279666,0.845559431,0.973033628,1.04033304,0.983370402,0.820305375,small
511016,1.072566034,1.008726946,1.238100166,1.4096855,1.992310687,0.553201006,1.149307576,0.932444995,1.126814205,small
511017,0.945174924,0.774851073,0.988447734,1.306619637,1.294399651,0.796546232,1.009682258,1.142333192,0.789255085,small
511018,0.829799641,0.868421053,0.860038557,0.970849307,1.049811781,0.968301139,1.164548239,0.913437706,0.866218676,small
511019,1.84441198,0.660156614,1.099880425,1.790827586,3.122664591,0.525094049,1.050632911,1.018218285,0.689675914,small
511020,0.859436487,0.918996217,0.850664305,0.894516375,2.120050344,0.696107328,0.908851483,0.99064367,0.84790731,small
511021,1.315057404,0.995148191,0.998438517,0.791405249,3.152367879,0.735122816,0.700958235,0.988454224,0.995680536,small
511022,0.430586767,1.384750992,1.072248226,0.877389137,1.722300403,0.556749888,1.573108969,1.239233464,1.144197895,small
511023,1.051282051,1.104390543,1.556499356,0.964718273,2.065570223,0.827173347,1.246781116,0.820836253,1.446679455,small
511024,0.921368547,0.869317668,0.914746544,1.159487776,2.717704262,0.927810272,0.977105237,0.950741771,0.781857494,small
511025,0.947368421,0.684210526,0.727272727,1,2.749855775,0.663089661,0.852060154,0.948466093,0.870386759,small
511026,0.95111209,1.072274335,1.03654014,0.882586027,0.883645766,1.3311122,1.127969671,1.023549379,0.780582415,small
511027,0.975609756,0.853658537,0.8,0.8125,1.063524365,0.889248007,1.048649684,1.101506086,0.958292875,small
511028,0.945727832,1.062813212,1.09363477,1.417369971,0.961267146,0.972678861,0.980450999,1.106320908,0.770861464,small
511029,0.983897667,0.932476382,1.015,2.497779051,2.045785993,0.82065776,1.038722966,1.040617849,1.02671838,small
511030,0.931459322,0.860589479,0.908916702,1.105119906,1.838481852,1.218169555,0.753540158,1.04064855,0.964940746,small
511031,1.012612613,0.906949595,0.994418464,1.269159295,3.294229282,1.032532209,0.959552146,0.829728906,1.566756064,small
511032,1.011829905,1.104315242,1.035196687,0.83780849,1.07409557,0.812571212,1.007093051,0.93596299,0.781707637,small
511033,0.922262469,0.989470325,1.177614293,1.183358548,1.648546559,0.578757705,0.892185239,0.887632304,1.106134542,small
511034,0.937555754,1.032149418,0.996632011,1.205323763,6.739869861,0.929920415,1.333348881,1.046408897,4.145421077,small
511035,0.971346154,0.950864855,0.941300527,0.907247502,3.366208251,1.003520762,0.985361934,0.894534928,2.326592691,small
511036,0.751635788,0.761455626,1.04386561,0.998700771,1.789686716,1.234151812,0.957908379,0.827410304,1.368868827,small
511037,0.840457164,0.945729912,1.092283629,0.942463686,2.00039968,0.648439627,1.101157278,1.052812775,1.295804239,small
511038,0.991689074,1.012315587,1.077647946,1.01141634,2.855836936,0.666769345,1.035042619,1.251632346,0.896373987,small
511039,0.945398714,1.046646309,1.066476837,0.973368452,4.228393639,0.866162726,1.006506554,0.872094419,2.063025011,small
511040,0.897229482,0.908855393,1.061682467,1.123954295,1.543706928,1.313275319,1.060090053,1.068048494,1.37499352,small
511041,1.010956175,0.954763022,1.07970706,0.995670996,1.005474453,0.988677355,1.229072907,0.901453653,0.881170636,small
511042,1.137282001,0.892187604,1.11646778,0.999212486,1.589245801,1.000983108,1.496175276,0.595182178,1.148781627,small
511043,1.043524416,1.002632965,0.86593317,1.519265233,0.862436313,0.850397878,0.942122186,1.079561043,0.848331755,small
511044,1.070222743,1.039201183,1.098583321,1.431794552,1.139183056,0.898586267,1.060060565,1.029813665,0.888194703,small
511045,0.960107536,1.018168296,1.041754202,3.419158535,1.288416422,0.847959601,0.995942519,1.012013536,0.887876026,small
511046,1.057043937,1.241801099,1.039368223,1.479031092,3.22287247,0.33949898,0.956029489,1.042682927,0.833206049,small
511047,1.027681159,0.922878788,0.97526899,1.317062758,4.47537248,0.433846154,1.008634087,1.002446368,1.003745041,small
511048,0.971871412,0.909240924,0.978371501,2.307490833,1.0486158,0.948653199,1.090452261,0.993071594,0.96890277,small
511049,1.028980991,1.028333333,0.955020814,1.496404335,1.243761795,0.811409069,0.904003746,0.96820608,0.878455171,small
511050,0.910553467,0.948523361,1.041273267,4.231484893,1.100564093,0.869715603,1.010874439,1.084395319,0.868250672,small
511051,1.097817048,1.064182641,0.925738648,3.273720653,1.085,1.051848049,1.243594903,1.164802492,0.874180529,small
511052,0.990135266,1.159920747,1.151934185,0.957562397,3.457458666,0.795001666,0.935273506,1.037479979,0.933573924,small
511053,0.985416667,0.988809766,1.009314765,0.917110716,3.150411503,0.758095104,0.965663322,1.033871334,0.83372039,small
511054,1.034009399,0.998956159,0.933413462,0.966852165,2.465244487,0.83995714,0.850013168,0.863216875,0.950499712,small
511055,0.89407277,0.973985655,0.930577532,1.664129401,3.541218264,0.549774114,0.936089272,0.815759359,1.228526416,small
511056,0.879186898,1.161543835,0.908529557,1.198034114,3.403641637,0.597663638,1.021673737,0.838866977,1.11645366,small
511057,0.894563287,1.002896114,1.046339379,0.968682784,3.217383264,0.486945905,1.080661379,0.959348781,0.859295713,small
511058,0.933825731,0.957500273,1.128644356,0.966755188,3.284042899,0.529442652,1.066025216,1.115990344,0.950945704,small
511059,0.749578544,0.755874826,0.662914891,1.048060024,2.375196369,0.43490977,1.421994536,0.516026925,0.90389802,small
511060,0.889129529,0.940826727,0.919624864,1.046703297,1.91542946,0.917876106,1.056111111,0.996910737,1.373601079,small
511061,0.935729544,1.792828685,1.12766191,1.140816938,2.396243748,0.681911219,1.127484663,1.086476325,0.885561821,small
511062,0.9948356,0.945154778,0.934749756,1.002666904,2.234011091,0.757084862,0.927632973,0.916924437,0.864335127,small
511063,0.937194696,1.002006548,0.994658357,1.02107416,2.808985062,0.612908941,0.880102828,0.969481413,1.082551595,small
511064,0.897490657,0.999479167,1.072965388,1.013376245,2.899022801,0.597408052,1.01193175,1.010869565,0.816656471,small
511065,0.804677207,0.947264338,0.940350877,0.941365094,1.988851188,0.528801072,1.030683403,1.26795977,0.716242264,small
511066,0.965463803,1,1.093087008,1.002885656,2.669939174,0.992938976,0.715929545,0.927012792,1.497855265,small
511067,1.181573543,0.734268041,1.066118385,1.052893856,2.252004582,0.599461894,1.000595593,0.973915827,0.747459398,small
511068,1.00504838,1.033318656,1.075083831,1.033964291,3.179301348,0.834633557,0.994157741,0.882204397,0.856791514,small
511069,0.928440367,1.112449799,1.100261418,0.891646832,4.118129365,0.456719974,1.59234686,1.084436043,1.005505742,small
511070,1.172787541,0.888977556,0.927250028,1.317707835,3.631,0.49302197,1.146719985,1.455124541,2.187376035,small
511071,1.089607743,1.029251324,1.040486751,1.61654915,3.316217733,0.584006557,0.964489373,1.016074923,0.733381206,small
511072,1.129359735,0.815164688,0.917802686,1.043350621,4.284672971,0.762242268,0.621233357,1.327990914,0.994335153,small
511073,1.016586984,1.021860809,1.025389995,1.103540971,2.754218021,0.724840056,0.896070586,1.003146716,0.98750583,small
511074,1.049880966,0.922692977,0.946962392,1.686513552,2.450791717,0.715906004,0.879628498,1.015994532,0.895912188,small
511075,0.918448817,0.979735435,1.189577039,1.08910295,2.168301887,0.855481871,0.977991747,1.043620178,1.201767693,small
511076,0.974918212,0.916268615,1.028284822,1.095804427,2.46896805,0.842935714,1.000788768,1.007992414,1.488307263,small
511077,1.065849107,0.957672618,0.956362651,1.010171237,2.656872302,0.651228901,0.912742382,1.025843503,1.033952855,small
511078,1.094757873,0.971489943,1.024813896,2.485566844,0.95777872,0.757763418,0.976856649,1.083384054,0.837154854,small
511079,0.892513369,1.097424795,1.340162037,1.926127332,1.453101737,0.904497264,1.221610864,1.150483203,0.932064428,small
511080,1.19201995,1.122069523,1.101162901,0.838391315,2.912801094,0.478086484,0.978537828,1.1289661,0.995748392,small
511081,0.944364821,0.975963158,0.943160661,2.3926054,1.239716636,0.903716926,1.115679443,1.109294428,1.021069887,small
511082,1.01161912,1.059702837,0.970927747,1.657507452,1.495294118,0.865100526,0.973668158,0.801131289,1.161268813,small
511083,1.124626381,1.126782274,0.916319576,3.563702901,1.533324535,1.034520349,1.121513944,0.991141446,1.120336976,small
511084,0.96079921,0.928582853,0.967908457,3.621448281,1.204280326,0.85860871,1.049621531,0.945309381,0.888339223,small
511085,0.998812766,1.227390876,1.135945226,2.157813005,1.179993603,1.012167412,0.966591252,1.398321498,1.087830179,small
511086,0.948180464,1.10164582,1.237074247,0.922792987,2.155149299,0.882286899,1.045985401,1.270532741,0.906199277,small
511087,0.898987854,1.05767811,1.030152521,1.116605641,1.030939846,0.987621794,0.974142191,1.043486908,0.695274998,medium
511088,1.07360157,0.905030811,0.966942149,0.832487733,0.961380199,0.80970033,0.861028302,0.874399164,0.716047076,medium
511089,0.998777463,0.867603595,0.89771662,0.804900923,0.921755015,0.858493455,0.975266383,0.968210236,0.667272501,medium
511090,0.81133656,0.770305333,0.945473146,0.735766505,1.08844189,0.864303102,1.011513328,1.01425048,0.881690002,medium
511091,0.711849685,1.082988981,1.002205419,1.334826675,1.151584122,0.577566993,1.188398639,0.75102912,0.968908843,medium
511092,0.954435232,0.889641709,1.051329873,0.865740906,1.221348614,0.828648563,0.985673021,1.281180538,0.570791957,medium
511093,1.104803967,1.020782837,0.920655516,1.042684762,1.035563759,0.944006912,0.956319703,0.956879804,0.699601891,medium
511094,1.104770969,1.221510367,1.191862388,0.892076503,1.188204726,0.866928105,1.014836289,1.139466265,0.85006257,medium
511095,0.967388249,0.998221906,1.057757996,1.010921404,1.009642789,0.611215581,3.1715,1.884968761,0.70457013,medium
511096,1.012997418,0.929595828,0.682253789,0.861326502,3.075480633,0.558941897,1.069757026,1.023979413,0.806916427,medium
511097,1.075079288,0.731983043,1.061190041,2.040121212,1.51355671,0.869686627,0.898398675,0.882108648,0.863834654,medium
511098,1.333289019,0.669764971,0.908039292,1.236893086,1.201415622,0.533818378,1.00113484,0.750726081,0.934191275,medium
511099,0.963975155,1.030655628,1.063109455,1.078857498,1.381515152,0.951692754,1.007675336,1.220406571,0.963615907,medium
511100,0.994436509,0.7705789,0.846788111,1.063521009,1.141423948,0.724680967,0.999541144,0.987200235,0.669559566,medium
511101,0.986513654,1.593733214,0.781642697,0.837690149,3.642180701,0.562912567,1.058956049,0.908128244,1.48191921,medium
511102,1.299248315,1.592359422,1.085024685,0.905328735,2.749747899,0.726098191,1.095867461,1.040580789,0.904495553,medium
511103,0.97794025,0.967794081,1.066738044,1.807246918,1.08869129,0.903412591,1.01677349,1.037809648,0.785705917,medium
511104,0.934200015,0.904231626,0.949874877,1.057264957,1.444340359,0.788812785,1.079694081,1.245634595,0.708056478,medium
511105,1.059121622,1.028475712,1.136910661,0.899961914,2.552469578,0.729232427,0.927754033,1.016427105,0.920208204,medium
511106,1.061759425,0.838458618,0.794662025,1.119464313,1.01775006,0.855762595,0.836776182,0.998219627,0.890537349,medium
511107,1.984320557,1.881274131,1.521582734,0.615204678,8.417008197,0.765940274,1.270875764,2.463980464,0.795429084,medium
511108,1.070860522,0.988056013,0.961849369,1.019466694,3.999600671,0.962456308,0.713404444,0.914542325,4.130486102,medium
511109,1.017273915,0.826086957,1.117647059,1.095238095,0.868191489,0.826553138,1.1326,1.112019067,0.96353409,medium
511110,0.932981486,0.924115691,1.046635434,0.889882889,1.029003598,0.775623009,0.945876289,0.943120393,0.786043907,medium
511111,1.063625288,1.074656467,1.009586693,1.019863962,1.078828442,0.939775357,0.994708358,1.123660684,0.877556832,medium
511112,0.879099039,1.200064798,0.96511902,1.073118608,4.04265873,1.023285623,0.588460448,0.949449308,0.822330146,medium
511113,0.960211215,0.922710681,0.975933202,0.933952668,2.141480011,0.619357045,1.02699784,1.029699808,0.781122928,medium
511114,0.929719582,0.888967269,0.990890161,1.333890614,2.896427582,0.809466584,0.520066027,0.806705882,1.78780013,medium
511115,1.172876517,1.097737819,0.900429883,0.869438496,2.099319641,0.732301024,0.919075145,1.084065574,0.897730943,medium
511116,1.032763866,0.976422113,0.946761313,0.904947368,3.750737624,1.28601575,1.085682621,0.855781577,1.272626607,medium
511117,0.626083895,0.95337219,0.963130761,0.863204306,2.770449579,0.897765678,0.99875577,0.449609018,0.966361156,medium
511118,0.920843835,0.935849419,1.127563977,1.105129412,1.598672005,0.981585746,1.008506957,0.892668009,1.041469266,medium
511119,0.814298494,0.910196751,0.941037736,1.023378521,1.556748958,0.934617996,0.882075186,0.857228089,1.247632908,medium
511120,0.832902033,0.917048485,0.967129762,1.129153562,2.217533351,0.677165667,1.058507463,0.952656591,1.914448269,medium
511121,0.97173457,0.908669606,0.939177287,1.065044107,1.670368773,0.889634146,1.781981085,0.75318892,1.22774898,medium
511122,0.896551724,0.904735622,0.969040415,1.003577913,1.149751822,0.59730995,3.059533934,1.687623496,0.821684509,medium
511123,0.971294669,1.038194444,0.890446521,1,1.370700844,0.808797654,0.922701099,0.56826795,0.89757618,medium
511124,1.019795086,1.015093905,1.10817045,0.997311312,3.54055289,0.532845443,1.020984456,0.815987295,0.803902691,medium
511125,0.929399692,0.984223602,1.046750285,0.985015175,1.042647059,0.977212193,1.100749918,1.086311326,0.969726699,medium
511126,0.978158845,0.924630113,1.004293893,1.055423883,2.559703795,0.653437592,1.019074042,0.874936192,0.83086147,medium
511127,1.075634792,0.947718631,0.966735113,1.579793341,2.918322296,0.6736,1.484579936,0.766897081,0.950284596,medium
511128,1.037442922,0.955974843,1.013311891,2.384324185,1.576325656,1.163599866,0.949020052,0.938153811,0.754139868,medium
511129,0.954724895,0.951490652,1.096586599,1.883262466,1.052717709,0.838991639,1.079131109,1.216801292,0.778443114,medium
511130,1.340118838,0.685142097,0.821087588,4.346789488,1.009101745,0.995108316,1.193854749,1.095254833,0.72663896,medium
511131,1.059920727,1.000793525,0.887777624,1.317073171,1.510084146,0.953583062,0.926065674,1.066722795,0.735963232,medium
511132,1.076884065,1.029275982,0.924555904,0.907249288,2.912502905,0.867416804,0.911179173,0.911350294,1.078424355,medium
511133,0.901673479,0.899524615,0.946301925,1.054380165,1.83056791,0.534554291,0.887134288,0.936854191,0.75962426,medium
511134,1.105295757,1.132903429,1.149700599,1.396375329,2.743198486,0.507237282,0.822592176,1.048351344,0.877076171,medium
511135,1.273692455,1.196193525,1.023956414,1.484063745,2.407553665,0.576312319,1.023330342,1.030672434,0.785198175,medium
511136,0.812017824,0.749733289,0.660298245,0.9766353,1.403492968,0.371481822,1.185997246,0.976581872,0.510228718,medium
511137,0.782111686,0.937304348,1.155549505,1.009646039,3.29458261,0.627767961,1.382142146,0.886956522,0.924088438,medium
511138,1.011968085,0.87219614,0.991779154,0.900027191,3.302912007,0.566470054,0.931592327,0.902494331,1.003157801,medium
511139,0.977417174,0.929746923,0.892139405,1.149395509,2.680765668,0.509920635,0.945278157,0.910238856,1.039015703,medium
511140,1.037617116,0.877802691,0.940131419,1.054479588,1.989639157,0.839526676,0.947984568,0.870926143,1.009414354,medium
511141,0.863049365,0.716697327,0.945150035,0.955309553,2.472234305,0.739514198,0.773579955,0.767374865,1.015217844,medium
511142,1.058172589,0.98656309,0.892130447,1.037119597,5.093105829,0.987876837,0.964553747,1.045550847,0.868583626,medium
511143,0.948174735,0.874676657,0.988644151,0.987794881,3.383572568,0.7703324,0.95731769,0.884004237,1.015843525,medium
511144,1.006188708,0.87023045,0.869036239,1.123191971,2.016035865,0.797745073,0.935335581,0.999029691,0.902969704,medium
511145,1.012988651,1.110803707,1.11397253,2.072474653,1.150026069,0.941090377,1.072839692,0.951133823,0.864393446,medium
511146,1.137793708,1.086793913,1.022107244,1.900791307,1.220726136,0.952291274,0.936253641,1.188506426,0.94461593,medium
511147,0.842248908,0.987496602,1.218292154,0.961244097,2.043869608,0.572180781,1.279336065,1.023317285,0.890497842,medium
511148,1.032592313,1.037351256,1.191590409,0.866283249,2.938228886,0.556535948,1.049039494,1.033485745,0.975600085,medium
511149,1.158594147,1.074710771,0.993425743,1.366443452,2.022539136,0.505098139,1.125595763,1.022203719,1.129599063,medium
511150,0.729400505,1.112554624,0.975392011,0.855490043,3.791889129,0.365847681,0.902052988,1.014389374,0.980750933,medium
511151,1.06848659,0.962538226,1.007044475,0.952375654,1.02358389,0.873464496,0.942261038,0.997595545,0.900615597,medium
511152,0.919694237,0.806783719,1.088531,2.306040391,0.962016003,0.950392198,1.036231884,0.975502371,0.784599395,medium
511153,0.954925913,0.947930486,0.928354349,1.119570798,1.199211296,1.132811987,1.019158429,1.015851325,0.701721042,medium
511154,0.980486111,1.013247322,0.976515346,0.886399184,1.192772084,0.519865965,1.016815554,0.940471686,0.368305042,medium
511155,1.111099253,0.749716324,1.205993123,0.796031243,0.995230984,0.549374878,1.121370352,1.083333333,0.541381415,medium
511156,0.943316171,0.89190105,0.820516373,0.961851635,1.129636639,0.96766358,1.024816019,0.876390891,0.776979929,medium
511157,0.90062019,1.161484099,0.691541619,1.213056636,0.925306226,0.783469062,1.23050768,1.123019775,0.772669926,medium
511158,1.323443191,0.888920194,0.903900281,1.311754177,3.770843124,0.517698344,1.39856,2.14733876,1.764809729,medium
511159,1.345464297,0.854729126,2.042256932,0.821584484,1.770054749,1.081852574,1.144953313,3.022034061,1.552003286,medium
511160,0.916666667,0.954545455,1.055555556,1,2.35146704,0.714423291,1.039762458,0.885090218,1.194317812,medium
511161,1.041666667,1.409090909,1.043478261,1,1.827728919,0.7886873,1.13840708,1.267857143,0.845372433,medium
511162,1.068558559,0.974207266,0.905839118,1.663755808,1.916575099,1.261023855,1.037599823,0.965517241,0.735363242,medium
511163,1.133810573,0.821206041,1.03393907,1.167737101,1.645966971,0.733783176,0.899915501,0.937156533,1.201807314,medium
511164,0.988001116,0.929618184,0.901035577,0.951628228,2.717748918,1.034131645,0.868032161,0.950461931,1.946677649,medium
511165,0.988246914,0.951270032,0.996996275,1.049853944,4.474163754,0.587961573,0.99600639,1.205820916,0.91173161,medium
511166,0.949274675,0.961603001,1.015205166,4.549450549,1.131634372,0.903974941,1.001990793,1.006955381,0.911333261,medium
511167,1.01286841,1.041414752,1.042295679,4.83717829,1.843309307,0.839939024,1.058088094,1.020029796,0.966489715,medium
511168,1.040585395,0.872644203,0.88944168,2.485546452,0.912347777,0.961680054,0.983224923,0.902261846,0.844778026,medium
511169,0.817399853,1.159729586,1.161159811,1.915863506,1.838558178,0.732572972,0.803976282,1.183449758,1.132198285,medium
511170,1.041929098,0.983268067,0.963054623,3.695557418,1.134350303,0.891247607,0.860671421,0.700717088,0.98777433,medium
511171,0.988240684,0.957246816,0.98843485,2.146557893,1.377294982,0.888888889,1.040448612,0.991877097,0.923357437,medium
511172,0.888916516,0.800775695,0.903340635,0.862222222,3.331161917,0.266459458,1.092681858,1.097080863,0.728873407,medium
511173,0.990054699,1.05924672,1.096003633,0.998121416,1.979174484,0.852065322,0.875478541,0.929803493,0.833333333,medium
511174,0.954925913,0.947930486,0.928354349,1.119570798,1.199211296,1.132811987,1.019158429,1.015851325,0.701721042,medium
511175,0.978312071,1.031953442,1.07656233,1.111964981,2.79828234,0.976551724,0.779755194,0.994047065,1.270769231,medium
511176,0.861427094,0.974191328,0.998705502,1.504231803,1.090370216,0.898505034,0.959065654,1.003453203,0.879672897,medium
511177,1.067063277,0.954220747,0.946849423,3.102602873,1.090380762,0.838572877,0.982910756,0.999058602,0.936391437,medium
511178,0.859246847,0.963875618,0.910086334,2.584878488,1.062237365,0.945226189,1.005388088,1.027477102,0.998440832,medium
511179,0.975209022,1.019291875,1.074192783,2.143353606,1.167501879,0.893957346,1.018079715,1.054298014,0.963359984,medium
511180,0.914567942,0.83088901,0.920009427,0.991208696,1.321616196,0.575037957,1.005382614,0.971051928,0.572679814,large
511181,0.969375628,2.151849581,2.585826921,1.549254576,0.34272032,0.969002375,0.99208578,0.989411765,0.562255228,large
511182,1.584994957,1.543810959,1.672365119,0.960805005,0.993770857,1.529280179,1.007984333,1.673002551,1.409747975,large
511183,0.931675029,1.119902752,1.014387648,4.661758691,0.984570002,0.980721221,1.067641947,1.015230574,0.807520081,large
511184,0.98999878,0.939122227,0.972157201,4.609235592,0.921644498,0.916289239,1.027188329,0.9478749,0.741955369,large
511185,1.204390103,1.014654744,0.995202373,3.168008756,1.002308733,0.865185433,0.809650944,1.068558181,0.811988314,large
511186,1.108281649,0.910026212,0.939646413,1.390325322,1.885535676,0.656154876,0.894732167,1.040392601,0.845990347,large
511187,0.823152022,0.961089896,1.153640477,1.651567627,1.445725353,0.791428571,1.236429433,0.947927491,0.827713582,large
511188,1.028397285,0.948784722,0.929167839,2.957061562,0.834514907,0.810261956,0.762406568,1.045098876,0.897335947,large
511189,0.962962963,0.928729242,0.948189916,3.04306693,1.3761293,0.722577755,1.008109309,1.022072415,0.906078866,large
511190,0.989042676,0.956989247,0.988688507,1.046268932,1.294295592,1.448369862,1.238691483,0.760394963,0.823383085,large
511191,1.119154315,0.987168142,0.898263496,1.976594027,1.036576045,0.991902345,0.826511215,1.149866191,0.954900301,large
511192,1.027851694,0.976718404,1.056739688,1.771174503,0.911567878,0.933588203,1.002514558,1.011513158,0.712345306,large
511193,1.059268099,0.973542117,0.932730426,1.863550697,1.419759472,0.915604284,0.975581053,1.05843692,0.935403889,large
511194,0.951850639,0.950895653,0.980992872,3.586676443,0.961790107,0.923625682,0.982054733,1.013711293,0.88727156,large
511195,0.980686397,0.97697276,1.028420357,1.152176899,1.013225764,0.933903684,1.058539112,0.965733114,0.793923875,large
514001,1.062958366,1.618786424,0.938879784,0.693949227,1.638242047,0.952193752,0.97822695,1.008850555,1.06552149,small
514002,1.44345679,0.945068902,2.114982974,1.383412383,1.325297262,0.604705715,1.059193565,1.034020817,0.847601044,small
514003,1.073940487,1.257113706,0.966508539,1.100737443,0.931464174,1.117405254,0.80229979,0.395875139,0.563558311,small
514004,1.085840249,0.948337404,1.520751576,1.110621242,1.732255166,0.479768786,0.919218585,1.223679045,0.731110059,small
514005,1.020151599,0.97004895,0.959037825,1.071398033,1.327008086,0.716018817,0.714586028,0.90721482,0.925884439,small
514006,1.034149707,1.141379868,0.996402878,1.006696002,2.353075916,1.299684543,1.114048045,0.4942076,1.207459207,small
514007,0.989717938,1.75795236,1.035957843,1.018252127,2.204843192,1.042546632,0.940918397,0.690826795,0.838684518,small
514008,1.055462185,1.076889942,1.05982078,1.042385057,1.51157012,0.917435987,1.032445777,1.047361786,0.992369122,small
514009,0.63114094,1.344271291,1.316381213,1.001479751,2.128709729,0.960683761,0.929760013,1.014389026,0.937643349,medium
514010,1.100258755,0.972230158,0.993432176,1.292816575,1.006749691,1.015445185,0.955579212,1.054380067,1.083801737,medium
514011,1.743443174,2.430690877,1.054565815,1.267359213,0.911415792,0.930933567,0.892731388,0.629154644,0.82957357,medium
514012,1.130295629,1.016063851,1.039262821,1.193890274,0.9896678,0.989173095,1.004344285,1.008606778,0.940358385,medium
514013,1.829953198,2.625,1.808690614,1.035144415,1.375500711,1.2416,0.656403732,1.863759848,1.149335119,medium
514014,1.207929216,1.286606129,0.911029748,0.934328998,1.127459618,1.007310096,0.96615215,0.941711626,1.019007928,medium
514015,1.007412476,1.140496926,0.984159864,2.152663438,0.952760085,1.061072261,1.04423676,1.055404589,0.928552871,medium
514016,1.032599753,1.039201638,0.971632613,1.987770984,1.1106707,1.003203661,0.957632671,0.983265491,0.995311307,medium
514017,1.02962963,1.914966542,0.950781364,0.991950238,1.021725341,1.05217542,1.014529915,1.008764393,0.914849119,medium
514018,1.260052832,1.916390179,1.242477035,1.502707386,1.53272761,1.231572838,1.057422267,0.722049058,1.073212748,medium
514019,1.027061228,1.225706271,1.423422482,0.977963526,1.010743161,0.988995873,0.847214245,1.032764029,1.027473834,medium
514020,1.0003462,1.036128153,0.972871076,1.068140151,1.944439291,0.945961879,0.970618034,1.054638124,0.925449871,medium
514021,0.979589573,0.935586481,0.990543238,1.008656425,1.532687893,1.126340256,0.850915815,0.78359122,0.958438801,medium
514022,0.994688819,0.988764045,1.028243601,1.029199475,1.223335298,0.992015968,1.012188729,0.991739675,0.954885312,medium
514023,0.962408313,1.134000233,1.067293419,0.956513006,0.961657118,0.960031793,1.018358531,0.990715391,0.99486641,medium
514024,0.927610759,1.103501946,1.54876549,0.98108747,1.232092837,0.980447585,1.105249581,1.083777609,0.815255543,medium
514025,0.916801369,0.888140666,1.037526709,0.999260811,1.283966245,1.191582961,1.01205155,1.24545043,1.195425162,medium
514026,0.945418399,1.020893494,1.03102271,1.096185738,1.014925373,1.509651257,2.194107172,1.001939551,0.987749839,medium
514027,0.993884683,1.009254363,1.1276568,0.992796542,1.263426775,0.987546189,1.006335216,0.963414634,1.002416432,medium
514028,0.953557804,1.126952596,1.109062122,1.019839042,1.293680939,1.14334471,0.920640386,0.880688643,1.063949171,medium
514029,1.192844677,1.098973881,1.310533239,1.074124602,1.222432411,0.957081926,1.008831717,0.924398625,1.094304835,medium
514030,1.033291962,1.154012321,0.955267805,0.934185397,1.490598815,0.986946265,0.853464318,1.282353803,0.764957265,medium
514031,1.236095528,1.36207256,0.913823767,0.830861797,1.916220115,0.983556299,0.765102069,1.150181749,0.817332102,medium
514032,0.968859397,1.111869118,0.927755595,0.989273394,2.351516948,2.486723856,0.90524122,1.055597739,1.00334693,medium
514033,0.967519005,1.01456,1.006698799,1.052306758,0.917169584,1.025359544,0.969198664,1.027848101,0.983382378,medium
514034,1.007301935,1.069612441,1.143390879,0.986321577,0.966830082,0.96190898,0.634332745,0.986514187,1.075464992,medium
514035,0.939379566,1.110494629,0.916538972,0.975105932,1.810034392,0.985123475,0.99783639,0.983225682,1.04562969,medium
514036,1.012182843,1.130239323,1.180279142,1.193188269,3.835956777,1.065197259,0.953125,0.850874536,0.91299642,medium
514037,0.540368618,2.404342483,2.529460581,1.795150115,0.890880654,1.02601626,1.03420806,0.860790618,1.008574739,medium
514038,1.325010887,1.199909279,0.890923567,1.097720072,1.087961527,1.190566038,0.893636931,1.15463138,0.995606624,medium
514039,1.053053707,0.948665298,1.021038496,1.148754319,1.171033479,1.067326733,1.134955752,0.91325157,1.040473727,medium
514040,0.996388114,0.909051311,0.961266456,1.042229599,1.003390623,0.937012527,0.975984396,1.023913314,1.013823716,medium
514041,1.125103164,0.919771403,0.899374187,1.035162342,0.978913738,1.010726795,1.059891509,0.98568873,1.058693361,medium
514042,1.078293894,1.215610829,1.750604676,1.215550423,1.032956685,0.974695235,0.984394619,0.823609845,0.941665162,medium
514043,0.987555388,1.12971441,0.950289665,0.95562645,0.950389729,1.017196299,0.944900352,1.024141315,1.16875701,medium
