cell,V1,V2,V3,V4,V5,V6,V7,V8,V9,class
510055,0.857427966,0.778080327,1.027853881,0.827853881,0.989339019,1.249568966,0.98859875,1.031363088,1.714334182,medium
510056,0.980263158,0.626092137,1.147540984,1.382446963,1.515477793,1.11589698,1.274390244,1.170391061,1.100646552,small
510057,1.614758861,2.178088962,1.516390553,0.992894769,6.379272326,1.449055053,0.950814725,0.858115371,1.354681162,small
510058,0.802510986,1.147064137,1.090494792,1.078835011,1.086750108,1.691985089,1.048588616,1.15910133,1.402447869,small
510059,2.971392775,2.37275566,1.065966141,0.947342839,0.733033303,1.274312377,0.874531197,0.783491648,1.368161163,small
510060,0.984997359,0.241733781,0.803762074,0.603762074,1.215219167,0.803898286,0.854381631,0.585416923,1.95816077,medium
510061,2.858445407,0.462357166,1.796212121,0.569200264,2.258130081,2.834715417,1.331564987,1.866555925,1.147136772,small
510062,3.772357724,0.457249071,2.042253521,0.717285945,1.531353135,1.668539326,1.50729927,1.144508671,1.18125,small
510063,0.917438476,1.514644351,2.275730623,2.075730623,2.236483072,1.394545455,2.053956835,1.940514469,1.806157635,medium
510064,0.98796734,0.710280374,0.937815657,0.737815657,0.844232182,1.569036027,1.330333033,1.412549407,1.368005952,medium
510065,0.933373259,1.029639363,2.157305699,1.957305699,1.897375505,1.866324435,1.719199179,1.542591637,1.426417895,medium
510066,1.089003436,0.341920095,1.312254377,1.112254377,1.19488978,1.6235361,1.662804878,1.135885167,1.641242938,medium
510067,1.01931876,0.637516839,1.218143204,3.366555661,3.675945256,4.466723068,1.214723926,0.991300145,1.268795709,small
510068,3.560832313,1.136048333,1.163770795,0.963770795,2.096666667,1.252481692,1.317757009,1.479711142,2.216158276,medium
510069,1.000841468,1.519295086,1.368934531,1.070593809,0.77064685,1.524822695,1.205181656,1.287852619,1.418733509,small
510070,0.62992126,0.969546742,1.13345521,0.93345521,1.183152521,1.241237113,1.21422731,0.719626168,1.640060929,medium
510071,1.151969178,0.453531599,1.465814068,1.997077244,1.580575733,1.344682927,0.763719512,0.993150685,1.542660431,small
510072,1.627326947,1.251300149,3.133119925,2.933119925,0.917592051,1.235981647,1.259259259,1.277676951,1.705158517,medium
510073,0.975333603,1.082429,0.596893491,0.396893491,1.099246059,1.208010681,0.691572842,0.876268196,1.773768869,medium
510074,1.175817267,1.190921228,2.1556,1.029487652,1.165702479,2.22542559,1.612806188,1.598253275,1.389113257,small
510075,1.029567854,1.062631106,0.859582543,0.659582543,0.741726373,1.26369248,1.088176353,1.188077496,1.641985816,medium
510076,1.095510204,1.070310495,0.996253122,4.879457707,1.095854922,1.403638151,1.177884615,1.315273775,1.152731591,small
510077,1.013734467,1.04532967,0.920675105,6.68542654,0.997050147,1.012170385,1,1.006036217,1.14689781,large
510078,0.982978723,1.002932551,1.29622093,2.044467641,5.91017689,1.377547916,1.284896401,1.383690987,0.868945224,large
510079,0.956370938,0.8644746,0.858821061,0.970557672,4.611076149,1.548441123,1.411094601,1.090828337,1.331026908,small
510080,0.997649336,1.051262549,1.555263158,1.355263158,9.140561224,2.155376737,1.559792972,1.685473411,1.785443466,medium
510081,1.045593285,0.910385551,1.237606074,1.037606074,4.173478494,1.389140878,0.969270036,1.108940539,2.005197505,medium
510082,1.017736046,1.050342131,1.251432938,1.051432938,4.093886463,1.232570139,0.297988388,0.763602989,3.431728717,medium
510083,1.601182654,1.615826034,1.099455041,1.627629911,0.991298943,2.501183957,0.737670697,0.487533393,1.447739527,small
510084,0.973578674,0.943057381,0.941471049,0.741471049,0.938082419,1.230938124,5.099850598,1.161016949,1.971688706,medium
510085,1.035203904,1.363243852,0.907798834,1.043843124,1.058835182,1.544533333,2.564653081,0.851750829,1.357779212,small
510086,1.05636449,1.07505618,0.946721311,1.624113475,2.467924528,1.500654793,0.66738375,0.531430262,1.162475442,small
510087,1.021052632,1.024301676,0.892974154,1.05135887,1.241698972,1.693360251,1.12340238,1.014409222,1.279901005,small
510088,1.011368605,1.027838667,0.911971831,0.711971831,1.324149109,1.280552538,1.278725998,1.042934121,1.974378516,medium
510089,1.052436094,1.000730638,1.562009979,1.362009979,2.723059262,1.258449373,1.922980979,1.293207638,1.625343893,medium
510090,0.918929182,0.945454545,0.649151172,0.449151172,2.832682844,4.575191424,6.50997249,4.245249729,1.709951325,medium
510091,0.997287968,1.177246702,0.794013461,0.594013461,1.611954688,1.370232344,3.368091036,1.090330789,1.780606061,medium
510092,1.158683882,1.31744868,1.045908184,2.140131579,5.736923077,1.001772808,0.85666581,0.822336562,0.911248034,large
510093,1.018018967,1.344012204,1.051142006,0.851142006,0.971875,1.305394191,1.036418166,1.674132631,8.167806505,medium
510094,1.001493875,1.038011696,1.17369863,0.97369863,2.285433071,2.387014175,1.097760551,2.609576968,7.748717949,medium
510095,0.950466619,0.819678715,0.586169585,0.996818182,2.326102675,1.468162639,1.010273973,0.952647156,4.274416517,small
510096,1.047050562,1.166783708,0.93761302,0.73761302,0.28308958,1.248679245,0.817640882,0.813930013,4.568728629,medium
510097,0.973471368,1.020588235,1.071396498,0.871396498,0.751133958,1.22079646,1.247533632,1.216894977,3.861056544,medium
510098,0.968662301,1.177354709,0.977205154,0.777205154,3.362810707,4.164199323,1.630830742,2.59457478,2.272638681,medium
510099,1.066719961,1.705059203,1.113578138,0.913578138,1.244159759,1.455891664,0.922708618,1.70737186,3.378996806,medium
510100,1.147147147,0.904432696,1.275780324,1.075780324,0.389569536,1.584435342,1.213565536,1.124468731,1.955377302,medium
510101,1.121705426,1.291128696,0.89936918,4.95171397,0.822437673,1.019318581,0.882889734,0.910528346,0.80884009,large
510102,1.081542842,0.963900609,1.175280899,9.999101931,1.022655427,1.297690015,1.299632353,1.404761905,0.993666529,large
510103,0.994456763,1.155618121,1.101950585,4.822481302,0.924250681,1.558184798,0.948967193,0.994975845,1.878546899,small
510104,1.028594939,1.046141282,1.084543126,4.863299956,0.995221843,1.001753946,0.843794579,1.109331999,1.474588153,large
510105,0.995043897,0.964246625,1.627574468,5.770406262,0.987554777,1.493012422,0.921121988,1.006146491,1.84245283,small
510106,1.009076763,0.991429292,1.245881256,2.85624155,1.010651248,1.051783265,1.11839396,1.113062569,1.375099128,large
510107,1.011402509,0.880175025,1.01399753,9.050046627,1.861189802,0.662100457,1.118811881,0.922431866,3.022006472,large
510108,2.969331873,1.86854083,1.392883895,1.192883895,2.18207024,1.615226782,1.169888935,1.670704846,1.698682877,medium
510109,0.862254025,0.87979684,0.749854904,0.549854904,3.382288691,1.470716511,1.363808323,1.062075898,1.64113965,medium
510110,0.894560454,0.9108506,0.76843318,0.56843318,0.839318291,1.047701149,0.817968094,0.998357964,1.893554722,medium
510111,0.973669468,0.864956684,1.042946257,0.842946257,4.163815881,1.355507766,0.856793836,0.516226961,1.634057282,medium
510112,0.966054313,0.831948292,0.700985532,0.500985532,0.646151425,1.000990776,0.54073914,0.382963662,1.435820571,medium
510113,0.991295265,1.480259785,0.719685039,0.519685039,2.400236827,1.149162011,0.712083184,0.811050349,1.762942779,medium
510114,0.988584967,0.909110867,1.101190476,0.901190476,1.185010791,1.196510952,1.023666093,0.953902889,1.879885195,medium
510115,0.96911685,1.064852028,1.694915254,1.060732587,4.401038868,1.930522845,1.382683275,1.364178491,1.296780303,small
510116,0.957245115,1.155048077,1.387272727,1.187272727,3.482666667,1.560961721,1.401201602,1.340007025,1.708567315,medium
510117,1.025133814,1.183296917,1.469026549,1.269026549,4.015304461,1.625380711,1.413124787,1.208868895,1.738650307,medium
510118,0.999404052,1.005606801,1.038858049,0.838858049,1.792108148,2.015012651,1.71641791,1.704637681,1.517462932,medium
510119,1.060378336,0.962390052,1.075640031,1.037882719,2.266395296,1.601080247,1.594526102,1.349326936,0.901634473,small
510120,1.019312294,1.1235,1.177852349,0.887253459,1.03130545,1.415740199,0.797809871,0.764125561,1.33917447,small
510121,1.031107244,0.914239771,1.73411306,0.982450832,1.115864092,1.226519337,0.960461021,0.840087282,1.235,small
510122,1.163500134,1.051843091,0.996577296,0.796577296,5.090240765,0.936507507,0.932511848,0.904567989,1.779022363,medium
510123,0.9662868,1.039581438,0.821618037,0.621618037,1.072014585,7.525676365,1.5,1.606826802,2.617583269,medium
510124,0.861035677,1.176596158,1.249496614,1.049496614,1.604544568,0.819886951,0.50292701,0.687344029,1.808987418,medium
510125,1.015306122,1.021385609,0.80717729,0.60717729,1.932561446,0.722703384,0.528364342,0.884182525,1.834997771,medium
510126,0.986499215,0.749058026,1.404346394,0.765118142,2.778591779,1.196864111,0.686835827,1.216604424,1.457383751,small
510127,0.917935965,1.042745098,1.860312243,0.576722481,2.865625,1.234770705,0.766878342,1.24910129,1.641394026,small
510128,1.006427305,1.093840985,0.702386312,0.502386312,4.616830797,1.723076923,1.233260666,3.046707752,1.722978587,medium
510129,0.986642599,0.998620214,1.101554908,2.117300902,4.333333333,1.031681145,1.056678167,1.461377871,1.139216905,large
510130,2.792671756,1.09738041,0.983195755,0.783195755,4.561430793,0.935703919,2.059550562,2.343345849,1.48899929,medium
510131,1.318095238,1.038380175,0.997989031,0.797989031,4.731677324,1.398618785,0.911431271,1.463977833,2.159180036,medium
510132,0.909777015,0.933124347,1.023087526,0.823087526,1.088214322,1.205203406,0.965257532,0.8782988,1.815520037,medium
510133,0.886178862,0.977866729,1.242742821,0.848372231,3.073952096,1.358405218,1.307718234,1.307948121,1.362977794,small
510134,1.077646006,0.963369963,1.006268657,0.806268657,1.001366898,0.706313275,0.634469286,0.778809998,1.819256605,medium
510135,0.937949863,0.983667622,0.909567734,1.060478937,1.668581616,1.516477637,0.76121372,0.612281894,1.309254749,small
510136,1.10446571,1.004217926,1.05540974,1.784730914,3.43547691,1.540786599,0.848801475,0.947889182,1.192857143,small
510137,0.975979365,0.905440839,1.154417414,0.954417414,1.918723115,1.334394125,1.108256008,1.162888122,1.846296296,medium
510138,1.021417798,0.992289285,1.279690794,1.079690794,0.905767524,1.289048322,1.080801819,1.033533964,1.651932773,medium
510139,0.956875221,0.911861228,1.056603774,0.856603774,0.921218487,1.395665262,1.324545987,1.465730337,1.990697674,medium
510140,1.122218532,1.076212471,1.99405116,2.682448037,0.959762231,1.470938542,0.948565776,0.9505,1.699515249,small
510141,0.958044383,0.826900585,1.106988473,0.906988473,1.214579055,1.472330097,1.179271709,1.13170519,1.826821636,medium
510142,1.058248388,1.095925633,1.125546103,5.700881489,0.979963198,1.419815281,1.427780706,1.388846833,1.533522191,large
510143,0.918690006,1.152045279,1.07371484,4.182852807,1.143705735,0.978148047,0.9051416,0.978146611,1.095665172,large
510144,0.956640134,0.956813605,0.776043145,3.211366385,1.005774457,1.016949153,0.762043796,0.921679451,1.027015964,large
510145,0.900248344,0.596322242,0.854519774,0.654519774,0.811059908,1.3682044,1.037630104,0.957561728,1.82095672,medium
510146,1.010260039,0.932586558,0.779512195,0.579512195,2.861180382,1.158803612,0.831524843,0.895187482,1.842632332,medium
510147,0.987875289,0.837730287,1.284212654,1.084212654,1.098184961,0.959483708,1.145995748,2.097954432,1.895657394,medium
510148,0.988750502,1.017305315,1.10212558,0.90212558,1.74473599,0.977670091,0.978468368,0.77222524,1.885542929,medium
510149,1.149118388,0.920211543,1.176187199,0.976187199,1.009986382,1.291286307,1.035508637,1.071333036,2.120163996,medium
510150,0.906643952,0.963695245,0.451848572,0.251848572,1.084805654,1.219885714,0.642421398,0.884224966,1.991312384,medium
510151,0.907032755,1.413466334,0.998293515,4.91920591,1.39009009,1.170278638,0.919608677,1.234490011,1.179513185,large
510152,0.993181818,0.99181478,1.146728716,0.946728716,1.112959113,1.191855602,1.160388821,1.263832819,3.181897886,medium
510153,1.02446281,0.96459144,1.002785515,1.022721051,1.532303279,2.990453606,0.632131661,0.742159763,1.296489779,small
510154,1,1.076539974,0.861690838,0.661690838,1.316356131,2.658200684,0.710741156,0.694956078,2.322990654,medium
510155,0.895295025,0.926287625,1.029225908,0.829225908,1.756711297,0.894109542,0.907428062,0.773742434,1.691767513,medium
510156,0.973164957,0.587092187,0.86348893,0.66348893,1.939207897,1.056802254,0.630958183,0.722447836,2.128375507,medium
510157,1.211791383,1.06263396,1.215674891,1.015674891,7.485251799,1.266821039,1.205128205,1.247163695,2.119974612,medium
510158,0.884093711,1.153560141,1.014326648,0.814326648,2.652568398,1.141209096,0.755523097,0.878646859,1.749905644,medium
510159,0.993288591,2.304547777,0.747336377,0.547336377,1.722972973,1.066799601,0.71610338,0.813169287,1.803474635,medium
510160,0.943854325,0.895035184,1.069694597,2.988548778,0.290927522,1.094339623,0.958412098,1.068719776,1.094890511,large
510161,0.955551126,1.043568897,0.831431943,0.631431943,0.477465173,1.154627949,0.939153439,0.771280827,1.815023275,medium
510162,1.010558339,0.898110411,1.41554559,1.21554559,0.668184776,1.312104949,1.50310559,1.398399015,1.78093269,medium
510163,1.025055432,0.960677819,1.311594203,3.653400045,0.627182992,1.638716814,1.171385671,1.235017626,1.255039884,small
510164,0.999485773,0.876818623,0.951084449,0.751084449,0.257672927,1.099851852,0.769626035,0.974780993,1.96694725,medium
510165,1.069723912,1.042168675,1.207726409,1.007726409,1.212287105,1.281232493,1.007879186,1.061764706,1.917291066,medium
510166,0.984724495,0.915908464,0.796458087,7.781952898,1.081954887,1.04003268,0.446254507,0.97987821,1.620399975,large
510167,0.965199591,0.994657848,0.803030303,0.603030303,1.121400778,1.188916877,1.215732253,0.802304564,2.451901165,medium
510168,0.907627342,0.926512594,1.009618467,0.809618467,1.2945,2.181550969,1.134713471,1.10966811,2.775643024,medium
510169,1.072774717,1.063005297,0.923609023,0.723609023,0.915195702,1.192015968,0.604751216,1.499082569,3.517387338,medium
510170,0.965654375,0.921682379,1.062130178,2.440536621,1.084603421,1.015457788,0.929343308,0.876491647,0.876370434,large
510171,1.025664528,0.986899563,1.051428571,0.851428571,0.945439799,1.132067202,1.504122767,0.812342897,1.855788152,medium
510172,1.040252565,1.194382853,1.049603175,0.849603175,0.225544738,1.179054458,0.910733844,0.893146249,2.719855921,medium
510173,0.930734045,1.006990132,1.402546093,1.202546093,0.91015625,1.160801144,0.886865672,0.94105979,1.852898744,medium
510174,0.980759981,0.905384213,0.972319859,1.742971888,4.303742147,1.539636455,0.866496401,0.782852956,1.328595458,small
510175,1.085365854,1.082576617,1.385041551,1.117315814,3.862139918,1.601461039,1.552851711,2.03343949,1.2616,small
510176,1.591790562,0.831909617,1.182014001,0.462190259,4.646625475,1.264166667,1.157478586,1.26151651,1.228959549,small
510177,0.960680128,1.110169492,1.003171726,0.803171726,3.21724372,1.170881639,0.944841675,1.007012623,1.946607039,medium
510178,1.027700831,1.145406477,1.050624589,1.810430464,2.511891694,1.487907762,0.615442846,0.917169501,1.358930426,small
510179,0.995948136,1.102432778,1.333333333,1.133333333,3.381244323,1.210253906,1.075494165,0.915533129,1.751460886,medium
510180,0.956963053,1.011305461,0.852758926,2.415150233,4.65631929,0.961912823,0.700869197,0.71837655,0.905056384,large
510181,0.978934325,1.183730715,0.67483871,0.98088411,0.616197183,1.876122083,0.75092115,0.569979716,1.271877585,small
510182,1.041172366,1.062567422,1.199813259,0.999813259,0.204091724,1.311037891,0.835740072,1.045706371,1.914749587,medium
510183,1.096914557,0.608035714,0.994334278,3.836380684,0.979623824,1.026724138,1.041335453,1.16,0.813393529,large
510184,0.993933464,1.028527666,0.857824934,0.657824934,1.129505664,1.459755734,2.23837535,1.52195734,2.967942963,medium
510185,1.053616825,0.978909246,1.270700637,1.070700637,0.993504576,1.287341772,1.121401152,1.212389381,3.514060032,medium
510186,1.065612185,0.991666667,0.666091756,4.550511509,1.144,1.382612533,0.961504029,0.904159132,1.523,small
510187,0.957042254,0.874362245,0.96151294,0.76151294,1.15498155,1.297826087,0.910700539,0.941637631,3.319858782,medium
510188,1.048340022,0.942975355,1.454721684,1.254721684,1.558651977,1.312137757,1.187692986,1.161100196,2.089004781,medium
510189,0.951692409,0.961051005,0.721190781,0.521190781,1.352524928,1.157496835,0.818164864,0.939832869,2.226762427,medium
510190,3.172264355,3.93120155,0.709035222,2.13552759,1.027475673,1.042971148,1.021130782,0.955079122,1.037168142,large
510191,0.963356428,0.943298969,0.946502058,0.746502058,2.493055556,1.210401189,0.822033898,0.940226171,1.729976397,medium
510192,1.094567404,0.720152818,0.788046827,0.588046827,1.182077393,1.257217165,0.884536924,0.922302738,1.618514007,medium
510193,1.017364203,0.973251815,0.862676056,3.839045553,0.947881743,1.01272578,0.921477232,1.005557614,1.620426829,large
510194,0.980736544,0.956196581,1.355758267,1.155758267,1.050679852,1.160412371,0.754462342,0.780073462,2.090345821,medium
510195,1.160997732,1,1.060037523,0.860037523,2.678153691,1.312508498,0.750505732,0.674967658,2.09296875,medium
510196,1.631882942,0.850016966,0.849113233,0.751304348,1.869967532,1.53811841,1.007052601,1.181126858,1.290808241,small
510197,0.938267014,0.877376426,0.788544153,0.588544153,1.057025835,1.181326465,0.710584588,0.90550675,2.463232453,medium
510198,0.819957005,1.088819989,0.887596094,1.917647059,1.60741573,1.019749652,0.992932001,1.131905008,1.03197026,large
510199,1.358853634,1.120341453,1.245430108,1.045430108,0.650128519,0.822065728,0.494430163,0.536447039,2.378613861,medium
510200,0.996043521,1.168079096,0.753751103,2.027039309,0.56995727,1.009402547,0.572376357,0.862254713,1.107922393,large
510201,1.249320652,0.932242991,1.11722659,5.568288215,0.300501753,1.129375162,1.212729844,1.210218978,1.171436434,large
510202,1.022638092,1.043707832,0.89430399,1.984298332,0.90575304,2.153460695,0.720870425,0.755061817,1.264046191,large
510203,1.039272307,1.13182158,0.978629329,0.778629329,1.13673957,1.783953488,0.958097686,0.946303502,2.682401091,medium
510204,1.077582991,1.096774194,0.990348924,0.790348924,0.781758327,1.16495782,1.006493506,0.851775148,1.910015408,medium
510205,1.631337518,0.960828968,1.008852964,2.663815029,2.385739933,1.39787234,0.388664435,0.702425557,1.95170106,small
510206,1.015258483,1.066021345,0.973439274,0.773439274,0.781349628,1.328909048,1.094815825,1.186554622,1.681343467,medium
510207,0.994430521,0.930960086,0.696984799,0.496984799,7.586217898,0.400171881,0.749242883,0.646274344,1.771958763,medium
510208,1.076057847,1.012537729,1.388072602,1.188072602,3.581227437,0.614731089,1.577335984,1.636980831,1.819776715,medium
510209,0.927130506,0.84,0.672971837,0.472971837,2.925312145,0.891980972,0.945144183,1.035070628,1.746074202,medium
510210,1.19744898,0.821493076,1.072133637,1.051386623,2.775576582,2.836401674,0.916112393,1.208709386,1.147808765,small
510211,0.925396014,1.050237969,0.865099642,0.665099642,1.696012429,3.358519872,1.687628442,0.844566713,2.215341441,medium
510212,0.928886092,1.014869151,0.585652092,0.992501704,1.10900363,1.51882405,0.556285391,0.577775387,1.370560748,small
510213,1.008009968,0.947238565,1.303463855,1.103463855,0.909372846,1.22758216,1.166134185,1.238666667,1.815817223,medium
510214,1.103184399,2.247223013,1.00861244,0.80861244,1.329053277,1.055903512,0.460110995,0.532111899,1.760847536,medium
510215,1.40754717,1.133788193,1.904142229,1.704142229,2.6953125,1.434841193,1.496826516,1.192389006,2.854266958,medium
510216,0.966822715,1.133436174,1.911083084,1.155487219,1.141381185,3.155587949,1.247981784,0.928880109,1.248291167,small
510217,1.171392298,1.250284673,1.571168831,1.371168831,1.993191489,2.67357513,1.513987932,1.133265857,1.727536232,medium
510218,0.988254354,1.053083528,1.030282638,0.830282638,0.101494826,1.180894154,0.859060403,0.934854619,2.407738729,medium
510219,0.9444,0.976008493,0.824239244,1.147571036,2.970572057,1.617419355,1.024205749,1.021791188,1.386432687,small
510220,0.985832926,1.089,1.090443686,1.069743234,2.427448609,1.710335449,1.894379845,1.748473748,1.624898328,small
510221,1.039561355,0.982982673,0.637704265,0.437704265,0.558946101,1.279637799,0.329633325,0.303556993,2.677848525,medium
510222,0.905776781,0.782672345,1.263431261,1.063431261,1.058265382,1.28727935,1.340069371,3.126755218,1.880276524,medium
510223,0.729832373,1.038964124,1.270058708,1.138720539,0.87051805,1.391122547,0.933612633,1.805041742,0.750517661,small
510224,1.031629393,0.732987106,1.174193548,0.974193548,4.92922252,5.534825175,1.328002326,0.920954163,2.262416481,medium
510225,1.332394366,1.111285266,1.018001385,0.818001385,1.204970039,1.182806434,1.358497583,1.394736842,1.993767573,medium
510226,0.975409836,1.020711974,0.666910867,1.205312276,2.975918367,1.391622154,0.423730178,1.98875631,2.685614386,small
510227,1.197640728,1.41961478,0.891392801,0.691392801,1.198758452,0.914175158,0.571502591,0.808626033,1.810251153,medium
510228,1.16374801,1.215442878,1.087630725,0.887630725,9.559300341,1.030958799,0.907807876,1.088576528,1.856792873,medium
510229,0.94370229,1.021012745,1.323848238,1.123848238,1.226756198,1.321151936,1.954154728,0.365107186,3.933708351,medium
510230,0.689098011,1.279760206,1.222088353,1.022088353,0.998280098,1.19201703,0.761474793,0.711997966,1.25312399,medium
510231,1.097816842,1.085797254,1.094903339,1.00551572,1.18443804,1.520642202,1.074534161,0.92436675,1.427441369,small
511001,1.168900438,1.062023773,0.933813135,1.186361438,1.553963606,1.339575221,1.136117788,0.918564703,1.150425768,small
511002,0.942315789,0.919222344,1.131007636,0.979825694,2.445923689,1.131578947,0.925217975,1.00988287,1.040659597,small
511003,0.889916147,0.969580809,0.914691943,0.996256434,2.239562624,1.211241461,0.967129877,0.995454545,1.263463398,small
