cell,V1,V2,V3,V4,V5,V6,V7,V8,V9,class
511004,0.941176471,0.875,0.769230769,1,0.915091652,1.626597687,0.648021495,1.062184874,1.133833703,small
511005,1.079496035,0.947494326,0.947813557,1.369044078,0.922695235,1.474451675,0.913165266,0.901259964,1.04496669,small
511006,0.909601686,0.851754642,1.29401283,1.01999594,2.562699256,1.214008427,1.156071631,1.138487293,2.171625285,small
511007,1.025959079,0.850034876,0.86594263,1.138675624,1.193632229,1.402824776,0.782383916,1.226109101,1.514960013,small
511008,1.121707922,1.243453329,1.165822916,0.846842645,1.255008177,1.403172807,0.80846783,1.422190389,1.325173678,small
511009,1.039796701,0.857142857,0.933597294,1.937374567,0.955640197,1.301348575,0.909252085,0.978620081,0.982109664,small
511010,1.014442152,0.937365369,0.983628466,1.327012745,3.736032389,1.302257258,0.938022051,0.940360842,1.275185606,small
511011,1.027521942,0.959683377,1.012315271,1.00085197,4.261806131,1.21644732,1.009451008,0.891715503,1.128697068,small
511012,0.866123605,0.892976589,0.83538924,0.901774124,3.405468231,1.037506906,0.912671233,0.887092763,1.282217476,small
511013,0.956857024,0.927353267,0.923380337,1.837290651,1.37648294,1.344909136,0.965152075,0.992177481,1.093978249,small
511014,0.920625478,1.236081748,1.016074694,0.952923512,2.75604767,1.101182235,0.8989,1.097536281,1.186084705,small
511015,1.010196941,0.824051053,0.789126067,0.857279666,0.845559431,1.473033628,1.04033304,0.983370402,1.120305375,small
511016,1.072566034,1.008726946,1.238100166,1.4096855,1.992310687,1.053201006,1.149307576,0.932444995,1.426814205,small
511017,0.945174924,0.774851073,0.988447734,1.306619637,1.294399651,1.296546232,1.009682258,1.142333192,1.089255085,small
511018,0.829799641,0.868421053,0.860038557,0.970849307,1.049811781,1.468301139,1.164548239,0.913437706,1.166218676,small
511019,1.84441198,0.660156614,1.099880425,1.790827586,3.122664591,1.025094049,1.050632911,1.018218285,0.989675914,small
511020,0.859436487,0.918996217,0.850664305,0.894516375,2.120050344,1.196107328,0.908851483,0.99064367,1.14790731,small
511021,1.315057404,0.995148191,0.998438517,0.791405249,3.152367879,1.235122816,0.700958235,0.988454224,1.295680536,small
511022,0.430586767,1.384750992,1.072248226,0.877389137,1.722300403,1.056749888,1.573108969,1.239233464,1.444197895,small
511023,1.051282051,1.104390543,1.556499356,0.964718273,2.065570223,1.327173347,1.246781116,0.820836253,1.746679455,small
511024,0.921368547,0.869317668,0.914746544,1.159487776,2.717704262,1.427810272,0.977105237,0.950741771,1.081857494,small
511025,0.947368421,0.684210526,0.727272727,1,2.749855775,1.163089661,0.852060154,0.948466093,1.170386759,small
511026,0.95111209,1.072274335,1.03654014,0.882586027,0.883645766,1.8311122,1.127969671,1.023549379,1.080582415,small
511027,0.975609756,0.853658537,0.8,0.8125,1.063524365,1.389248007,1.048649684,1.101506086,1.258292875,small
511028,0.945727832,1.062813212,1.09363477,1.417369971,0.961267146,1.472678861,0.980450999,1.106320908,1.070861464,small
511029,0.983897667,0.932476382,1.015,2.497779051,2.045785993,1.32065776,1.038722966,1.040617849,1.32671838,small
511030,0.931459322,0.860589479,0.908916702,1.105119906,1.838481852,1.718169555,0.753540158,1.04064855,1.264940746,small
511031,1.012612613,0.906949595,0.994418464,1.269159295,3.294229282,1.532532209,0.959552146,0.829728906,1.866756064,small
511032,1.011829905,1.104315242,1.035196687,0.83780849,1.07409557,1.312571212,1.007093051,0.93596299,1.081707637,small
511033,0.922262469,0.989470325,1.177614293,1.183358548,1.648546559,1.078757705,0.892185239,0.887632304,1.406134542,small
511034,0.937555754,1.032149418,0.996632011,1.205323763,6.739869861,1.429920415,1.333348881,1.046408897,4.445421077,small
511035,0.971346154,0.950864855,0.941300527,0.907247502,3.366208251,1.503520762,0.985361934,0.894534928,2.626592691,small
511036,0.751635788,0.761455626,1.04386561,0.998700771,1.789686716,1.734151812,0.957908379,0.827410304,1.668868827,small
511037,0.840457164,0.945729912,1.092283629,0.942463686,2.00039968,1.148439627,1.101157278,1.052812775,1.595804239,small
511038,0.991689074,1.012315587,1.077647946,1.01141634,2.855836936,1.166769345,1.035042619,1.251632346,1.196373987,small
511039,0.945398714,1.046646309,1.066476837,0.973368452,4.228393639,1.366162726,1.006506554,0.872094419,2.363025011,small
511040,0.897229482,0.908855393,1.061682467,1.123954295,1.543706928,1.813275319,1.060090053,1.068048494,1.67499352,small
511041,1.010956175,0.954763022,1.07970706,0.995670996,1.005474453,1.488677355,1.229072907,0.901453653,1.181170636,small
511042,1.137282001,0.892187604,1.11646778,0.999212486,1.589245801,1.500983108,1.496175276,0.595182178,1.448781627,small
511043,1.043524416,1.002632965,0.86593317,1.519265233,0.862436313,1.350397878,0.942122186,1.079561043,1.148331755,small
511044,1.070222743,1.039201183,1.098583321,1.431794552,1.139183056,1.398586267,1.060060565,1.029813665,1.188194703,small
511045,0.960107536,1.018168296,1.041754202,3.419158535,1.288416422,1.347959601,0.995942519,1.012013536,1.187876026,small
511046,1.057043937,1.241801099,1.039368223,1.479031092,3.22287247,0.83949898,0.956029489,1.042682927,1.133206049,small
511047,1.027681159,0.922878788,0.97526899,1.317062758,4.47537248,0.933846154,1.008634087,1.002446368,1.303745041,small
511048,0.971871412,0.909240924,0.978371501,2.307490833,1.0486158,1.448653199,1.090452261,0.993071594,1.26890277,small
511049,1.028980991,1.028333333,0.955020814,1.496404335,1.243761795,1.311409069,0.904003746,0.96820608,1.178455171,small
511050,0.910553467,0.948523361,1.041273267,4.231484893,1.100564093,1.369715603,1.010874439,1.084395319,1.168250672,small
511051,1.097817048,1.064182641,0.925738648,3.273720653,1.085,1.551848049,1.243594903,1.164802492,1.174180529,small
511052,0.990135266,1.159920747,1.151934185,0.957562397,3.457458666,1.295001666,0.935273506,1.037479979,1.233573924,small
511053,0.985416667,0.988809766,1.009314765,0.917110716,3.150411503,1.258095104,0.965663322,1.033871334,1.13372039,small
511054,1.034009399,0.998956159,0.933413462,0.966852165,2.465244487,1.33995714,0.850013168,0.863216875,1.250499712,small
511055,0.89407277,0.973985655,0.930577532,1.664129401,3.541218264,1.049774114,0.936089272,0.815759359,1.528526416,small
511056,0.879186898,1.161543835,0.908529557,1.198034114,3.403641637,1.097663638,1.021673737,0.838866977,1.41645366,small
511057,0.894563287,1.002896114,1.046339379,0.968682784,3.217383264,0.986945905,1.080661379,0.959348781,1.159295713,small
511058,0.933825731,0.957500273,1.128644356,0.966755188,3.284042899,1.029442652,1.066025216,1.115990344,1.250945704,small
511059,0.749578544,0.755874826,0.662914891,1.048060024,2.375196369,0.93490977,1.421994536,0.516026925,1.20389802,small
511060,0.889129529,0.940826727,0.919624864,1.046703297,1.91542946,1.417876106,1.056111111,0.996910737,1.673601079,small
511061,0.935729544,1.792828685,1.12766191,1.140816938,2.396243748,1.181911219,1.127484663,1.086476325,1.185561821,small
511062,0.9948356,0.945154778,0.934749756,1.002666904,2.234011091,1.257084862,0.927632973,0.916924437,1.164335127,small
511063,0.937194696,1.002006548,0.994658357,1.02107416,2.808985062,1.112908941,0.880102828,0.969481413,1.382551595,small
511064,0.897490657,0.999479167,1.072965388,1.013376245,2.899022801,1.097408052,1.01193175,1.010869565,1.116656471,small
511065,0.804677207,0.947264338,0.940350877,0.941365094,1.988851188,1.028801072,1.030683403,1.26795977,1.016242264,small
511066,0.965463803,1,1.093087008,1.002885656,2.669939174,1.492938976,0.715929545,0.927012792,1.797855265,small
511067,1.181573543,0.734268041,1.066118385,1.052893856,2.252004582,1.099461894,1.000595593,0.973915827,1.047459398,small
511068,1.00504838,1.033318656,1.075083831,1.033964291,3.179301348,1.334633557,0.994157741,0.882204397,1.156791514,small
511069,0.928440367,1.112449799,1.100261418,0.891646832,4.118129365,0.956719974,1.59234686,1.084436043,1.305505742,small
511070,1.172787541,0.888977556,0.927250028,1.317707835,3.631,0.99302197,1.146719985,1.455124541,2.487376035,small
511071,1.089607743,1.029251324,1.040486751,1.61654915,3.316217733,1.084006557,0.964489373,1.016074923,1.033381206,small
511072,1.129359735,0.815164688,0.917802686,1.043350621,4.284672971,1.262242268,0.621233357,1.327990914,1.294335153,small
511073,1.016586984,1.021860809,1.025389995,1.103540971,2.754218021,1.224840056,0.896070586,1.003146716,1.28750583,small
511074,1.049880966,0.922692977,0.946962392,1.686513552,2.450791717,1.215906004,0.879628498,1.015994532,1.195912188,small
511075,0.918448817,0.979735435,1.189577039,1.08910295,2.168301887,1.355481871,0.977991747,1.043620178,1.501767693,small
511076,0.974918212,0.916268615,1.028284822,1.095804427,2.46896805,1.342935714,1.000788768,1.007992414,1.788307263,small
511077,1.065849107,0.957672618,0.956362651,1.010171237,2.656872302,1.151228901,0.912742382,1.025843503,1.333952855,small
511078,1.094757873,0.971489943,1.024813896,2.485566844,0.95777872,1.257763418,0.976856649,1.083384054,1.137154854,small
511079,0.892513369,1.097424795,1.340162037,1.926127332,1.453101737,1.404497264,1.221610864,1.150483203,1.232064428,small
511080,1.19201995,1.122069523,1.101162901,0.838391315,2.912801094,0.978086484,0.978537828,1.1289661,1.295748392,small
511081,0.944364821,0.975963158,0.943160661,2.3926054,1.239716636,1.403716926,1.115679443,1.109294428,1.321069887,small
511082,1.01161912,1.059702837,0.970927747,1.657507452,1.495294118,1.365100526,0.973668158,0.801131289,1.461268813,small
511083,1.124626381,1.126782274,0.916319576,3.563702901,1.533324535,1.534520349,1.121513944,0.991141446,1.420336976,small
511084,0.96079921,0.928582853,0.967908457,3.621448281,1.204280326,1.35860871,1.049621531,0.945309381,1.188339223,small
511085,0.998812766,1.227390876,1.135945226,2.157813005,1.179993603,1.512167412,0.966591252,1.398321498,1.387830179,small
511086,0.948180464,1.10164582,1.237074247,0.922792987,2.155149299,1.382286899,1.045985401,1.270532741,1.206199277,small
511087,0.898987854,1.05767811,1.030152521,0.830152521,1.030939846,1.187621794,0.974142191,1.043486908,1.495274998,medium
511088,1.07360157,0.905030811,0.966942149,0.766942149,0.961380199,1.00970033,0.861028302,0.874399164,1.516047076,medium
511089,0.998777463,0.867603595,0.89771662,0.69771662,0.921755015,1.058493455,0.975266383,0.968210236,1.467272501,medium
511090,0.81133656,0.770305333,0.945473146,0.745473146,1.08844189,1.064303102,1.011513328,1.01425048,1.681690002,medium
511091,0.711849685,1.082988981,1.002205419,0.802205419,1.151584122,0.777566993,1.188398639,0.75102912,1.768908843,medium
511092,0.954435232,0.889641709,1.051329873,0.851329873,1.221348614,1.028648563,0.985673021,1.281180538,1.370791957,medium
511093,1.104803967,1.020782837,0.920655516,0.720655516,1.035563759,1.144006912,0.956319703,0.956879804,1.499601891,medium
511094,1.104770969,1.221510367,1.191862388,0.991862388,1.188204726,1.066928105,1.014836289,1.139466265,1.65006257,medium
511095,0.967388249,0.998221906,1.057757996,0.857757996,1.009642789,0.811215581,3.1715,1.884968761,1.50457013,medium
511096,1.012997418,0.929595828,0.682253789,0.482253789,3.075480633,0.758941897,1.069757026,1.023979413,1.606916427,medium
511097,1.075079288,0.731983043,1.061190041,0.861190041,1.51355671,1.069686627,0.898398675,0.882108648,1.663834654,medium
511098,1.333289019,0.669764971,0.908039292,0.708039292,1.201415622,0.733818378,1.00113484,0.750726081,1.734191275,medium
511099,0.963975155,1.030655628,1.063109455,0.863109455,1.381515152,1.151692754,1.007675336,1.220406571,1.763615907,medium
511100,0.994436509,0.7705789,0.846788111,0.646788111,1.141423948,0.924680967,0.999541144,0.987200235,1.469559566,medium
511101,0.986513654,1.593733214,0.781642697,0.581642697,3.642180701,0.762912567,1.058956049,0.908128244,2.28191921,medium
511102,1.299248315,1.592359422,1.085024685,0.885024685,2.749747899,0.926098191,1.095867461,1.040580789,1.704495553,medium
511103,0.97794025,0.967794081,1.066738044,0.866738044,1.08869129,1.103412591,1.01677349,1.037809648,1.585705917,medium
511104,0.934200015,0.904231626,0.949874877,0.749874877,1.444340359,0.988812785,1.079694081,1.245634595,1.508056478,medium
511105,1.059121622,1.028475712,1.136910661,0.936910661,2.552469578,0.929232427,0.927754033,1.016427105,1.720208204,medium
511106,1.061759425,0.838458618,0.794662025,0.594662025,1.01775006,1.055762595,0.836776182,0.998219627,1.690537349,medium
511107,1.984320557,1.881274131,1.521582734,1.321582734,8.417008197,0.965940274,1.270875764,2.463980464,1.595429084,medium
511108,1.070860522,0.988056013,0.961849369,0.761849369,3.999600671,1.162456308,0.713404444,0.914542325,4.930486102,medium
511109,1.017273915,0.826086957,1.117647059,0.917647059,0.868191489,1.026553138,1.1326,1.112019067,1.76353409,medium
511110,0.932981486,0.924115691,1.046635434,0.846635434,1.029003598,0.975623009,0.945876289,0.943120393,1.586043907,medium
511111,1.063625288,1.074656467,1.009586693,0.809586693,1.078828442,1.139775357,0.994708358,1.123660684,1.677556832,medium
511112,0.879099039,1.200064798,0.96511902,0.76511902,4.04265873,1.223285623,0.588460448,0.949449308,1.622330146,medium
511113,0.960211215,0.922710681,0.975933202,0.775933202,2.141480011,0.819357045,1.02699784,1.029699808,1.581122928,medium
511114,0.929719582,0.888967269,0.990890161,0.790890161,2.896427582,1.009466584,0.520066027,0.806705882,2.58780013,medium
511115,1.172876517,1.097737819,0.900429883,0.700429883,2.099319641,0.932301024,0.919075145,1.084065574,1.697730943,medium
511116,1.032763866,0.976422113,0.946761313,0.746761313,3.750737624,1.48601575,1.085682621,0.855781577,2.072626607,medium
511117,0.626083895,0.95337219,0.963130761,0.763130761,2.770449579,1.097765678,0.99875577,0.449609018,1.766361156,medium
511118,0.920843835,0.935849419,1.127563977,0.927563977,1.598672005,1.181585746,1.008506957,0.892668009,1.841469266,medium
511119,0.814298494,0.910196751,0.941037736,0.741037736,1.556748958,1.134617996,0.882075186,0.857228089,2.047632908,medium
511120,0.832902033,0.917048485,0.967129762,0.767129762,2.217533351,0.877165667,1.058507463,0.952656591,2.714448269,medium
511121,0.97173457,0.908669606,0.939177287,0.739177287,1.670368773,1.089634146,1.781981085,0.75318892,2.02774898,medium
511122,0.896551724,0.904735622,0.969040415,0.769040415,1.149751822,0.79730995,3.059533934,1.687623496,1.621684509,medium
511123,0.971294669,1.038194444,0.890446521,0.690446521,1.370700844,1.008797654,0.922701099,0.56826795,1.69757618,medium
511124,1.019795086,1.015093905,1.10817045,0.90817045,3.54055289,0.732845443,1.020984456,0.815987295,1.603902691,medium
511125,0.929399692,0.984223602,1.046750285,0.846750285,1.042647059,1.177212193,1.100749918,1.086311326,1.769726699,medium
511126,0.978158845,0.924630113,1.004293893,0.804293893,2.559703795,0.853437592,1.019074042,0.874936192,1.63086147,medium
511127,1.075634792,0.947718631,0.966735113,0.766735113,2.918322296,0.8736,1.484579936,0.766897081,1.750284596,medium
511128,1.037442922,0.955974843,1.013311891,0.813311891,1.576325656,1.363599866,0.949020052,0.938153811,1.554139868,medium
511129,0.954724895,0.951490652,1.096586599,0.896586599,1.052717709,1.038991639,1.079131109,1.216801292,1.578443114,medium
511130,1.340118838,0.685142097,0.821087588,0.621087588,1.009101745,1.195108316,1.193854749,1.095254833,1.52663896,medium
511131,1.059920727,1.000793525,0.887777624,0.687777624,1.510084146,1.153583062,0.926065674,1.066722795,1.535963232,medium
511132,1.076884065,1.029275982,0.924555904,0.724555904,2.912502905,1.067416804,0.911179173,0.911350294,1.878424355,medium
511133,0.901673479,0.899524615,0.946301925,0.746301925,1.83056791,0.734554291,0.887134288,0.936854191,1.55962426,medium
511134,1.105295757,1.132903429,1.149700599,0.949700599,2.743198486,0.707237282,0.822592176,1.048351344,1.677076171,medium
511135,1.273692455,1.196193525,1.023956414,0.823956414,2.407553665,0.776312319,1.023330342,1.030672434,1.585198175,medium
511136,0.812017824,0.749733289,0.660298245,0.460298245,1.403492968,0.571481822,1.185997246,0.976581872,1.310228718,medium
511137,0.782111686,0.937304348,1.155549505,0.955549505,3.29458261,0.827767961,1.382142146,0.886956522,1.724088438,medium
511138,1.011968085,0.87219614,0.991779154,0.791779154,3.302912007,0.766470054,0.931592327,0.902494331,1.803157801,medium
511139,0.977417174,0.929746923,0.892139405,0.692139405,2.680765668,0.709920635,0.945278157,0.910238856,1.839015703,medium
511140,1.037617116,0.877802691,0.940131419,0.740131419,1.989639157,1.039526676,0.947984568,0.870926143,1.809414354,medium
511141,0.863049365,0.716697327,0.945150035,0.745150035,2.472234305,0.939514198,0.773579955,0.767374865,1.815217844,medium
511142,1.058172589,0.98656309,0.892130447,0.692130447,5.093105829,1.187876837,0.964553747,1.045550847,1.668583626,medium
511143,0.948174735,0.874676657,0.988644151,0.788644151,3.383572568,0.9703324,0.95731769,0.884004237,1.815843525,medium
511144,1.006188708,0.87023045,0.869036239,0.669036239,2.016035865,0.997745073,0.935335581,0.999029691,1.702969704,medium
511145,1.012988651,1.110803707,1.11397253,0.91397253,1.150026069,1.141090377,1.072839692,0.951133823,1.664393446,medium
511146,1.137793708,1.086793913,1.022107244,0.822107244,1.220726136,1.152291274,0.936253641,1.188506426,1.74461593,medium
511147,0.842248908,0.987496602,1.218292154,1.018292154,2.043869608,0.772180781,1.279336065,1.023317285,1.690497842,medium
511148,1.032592313,1.037351256,1.191590409,0.991590409,2.938228886,0.756535948,1.049039494,1.033485745,1.775600085,medium
511149,1.158594147,1.074710771,0.993425743,0.793425743,2.022539136,0.705098139,1.125595763,1.022203719,1.929599063,medium
511150,0.729400505,1.112554624,0.975392011,0.775392011,3.791889129,0.565847681,0.902052988,1.014389374,1.780750933,medium
511151,1.06848659,0.962538226,1.007044475,0.807044475,1.02358389,1.073464496,0.942261038,0.997595545,1.700615597,medium
511152,0.919694237,0.806783719,1.088531,0.888531,0.962016003,1.150392198,1.036231884,0.975502371,1.584599395,medium
511153,0.954925913,0.947930486,0.928354349,0.728354349,1.199211296,1.332811987,1.019158429,1.015851325,1.501721042,medium
511154,0.980486111,1.013247322,0.976515346,0.776515346,1.192772084,0.719865965,1.016815554,0.940471686,1.168305042,medium
511155,1.111099253,0.749716324,1.205993123,1.005993123,0.995230984,0.749374878,1.121370352,1.083333333,1.341381415,medium
511156,0.943316171,0.89190105,0.820516373,0.620516373,1.129636639,1.16766358,1.024816019,0.876390891,1.576979929,medium
511157,0.90062019,1.161484099,0.691541619,0.491541619,0.925306226,0.983469062,1.23050768,1.123019775,1.572669926,medium
511158,1.323443191,0.888920194,0.903900281,0.703900281,3.770843124,0.717698344,1.39856,2.14733876,2.564809729,medium
511159,1.345464297,0.854729126,2.042256932,1.842256932,1.770054749,1.281852574,1.144953313,3.022034061,2.352003286,medium
511160,0.916666667,0.954545455,1.055555556,0.855555556,2.35146704,0.914423291,1.039762458,0.885090218,1.994317812,medium
511161,1.041666667,1.409090909,1.043478261,0.843478261,1.827728919,0.9886873,1.13840708,1.267857143,1.645372433,medium
511162,1.068558559,0.974207266,0.905839118,0.705839118,1.916575099,1.461023855,1.037599823,0.965517241,1.535363242,medium
511163,1.133810573,0.821206041,1.03393907,0.83393907,1.645966971,0.933783176,0.899915501,0.937156533,2.001807314,medium
511164,0.988001116,0.929618184,0.901035577,0.701035577,2.717748918,1.234131645,0.868032161,0.950461931,2.746677649,medium
511165,0.988246914,0.951270032,0.996996275,0.796996275,4.474163754,0.787961573,0.99600639,1.205820916,1.71173161,medium
511166,0.949274675,0.961603001,1.015205166,0.815205166,1.131634372,1.103974941,1.001990793,1.006955381,1.711333261,medium
511167,1.01286841,1.041414752,1.042295679,0.842295679,1.843309307,1.039939024,1.058088094,1.020029796,1.766489715,medium
511168,1.040585395,0.872644203,0.88944168,0.68944168,0.912347777,1.161680054,0.983224923,0.902261846,1.644778026,medium
511169,0.817399853,1.159729586,1.161159811,0.961159811,1.838558178,0.932572972,0.803976282,1.183449758,1.932198285,medium
511170,1.041929098,0.983268067,0.963054623,0.763054623,1.134350303,1.091247607,0.860671421,0.700717088,1.78777433,medium
511171,0.988240684,0.957246816,0.98843485,0.78843485,1.377294982,1.088888889,1.040448612,0.991877097,1.723357437,medium
511172,0.888916516,0.800775695,0.903340635,0.703340635,3.331161917,0.466459458,1.092681858,1.097080863,1.528873407,medium
511173,0.990054699,1.05924672,1.096003633,0.896003633,1.979174484,1.052065322,0.875478541,0.929803493,1.633333333,medium
511174,0.954925913,0.947930486,0.928354349,0.728354349,1.199211296,1.332811987,1.019158429,1.015851325,1.501721042,medium
511175,0.978312071,1.031953442,1.07656233,0.87656233,2.79828234,1.176551724,0.779755194,0.994047065,2.070769231,medium
511176,0.861427094,0.974191328,0.998705502,0.798705502,1.090370216,1.098505034,0.959065654,1.003453203,1.679672897,medium
511177,1.067063277,0.954220747,0.946849423,0.746849423,1.090380762,1.038572877,0.982910756,0.999058602,1.736391437,medium
511178,0.859246847,0.963875618,0.910086334,0.710086334,1.062237365,1.145226189,1.005388088,1.027477102,1.798440832,medium
511179,0.975209022,1.019291875,1.074192783,0.874192783,1.167501879,1.093957346,1.018079715,1.054298014,1.763359984,medium
511180,0.914567942,0.83088901,0.920009427,1.991208696,1.321616196,0.575037957,1.005382614,0.971051928,0.572679814,large
511181,0.969375628,2.151849581,2.585826921,2.549254576,0.34272032,0.969002375,0.99208578,0.989411765,0.562255228,large
511182,1.584994957,1.543810959,1.672365119,1.960805005,0.993770857,1.529280179,1.007984333,1.673002551,1.409747975,large
511183,0.931675029,1.119902752,1.014387648,5.661758691,0.984570002,0.980721221,1.067641947,1.015230574,0.807520081,large
511184,0.98999878,0.939122227,0.972157201,5.609235592,0.921644498,0.916289239,1.027188329,0.9478749,0.741955369,large
511185,1.204390103,1.014654744,0.995202373,4.168008756,1.002308733,0.865185433,0.809650944,1.068558181,0.811988314,large
511186,1.108281649,0.910026212,0.939646413,2.390325322,1.885535676,0.656154876,0.894732167,1.040392601,0.845990347,large
511187,0.823152022,0.961089896,1.153640477,2.651567627,1.445725353,0.791428571,1.236429433,0.947927491,0.827713582,large
511188,1.028397285,0.948784722,0.929167839,3.957061562,0.834514907,0.810261956,0.762406568,1.045098876,0.897335947,large
511189,0.962962963,0.928729242,0.948189916,4.04306693,1.3761293,0.722577755,1.008109309,1.022072415,0.906078866,large
511190,0.989042676,0.956989247,0.988688507,2.046268932,1.294295592,1.448369862,1.238691483,0.760394963,0.823383085,large
511191,1.119154315,0.987168142,0.898263496,2.976594027,1.036576045,0.991902345,0.826511215,1.149866191,0.954900301,large
511192,1.027851694,0.976718404,1.056739688,2.771174503,0.911567878,0.933588203,1.002514558,1.011513158,0.712345306,large
511193,1.059268099,0.973542117,0.932730426,2.863550697,1.419759472,0.915604284,0.975581053,1.05843692,0.935403889,large
511194,0.951850639,0.950895653,0.980992872,4.586676443,0.961790107,0.923625682,0.982054733,1.013711293,0.88727156,large
511195,0.980686397,0.97697276,1.028420357,2.152176899,1.013225764,0.933903684,1.058539112,0.965733114,0.793923875,large
514001,1.062958366,1.618786424,0.938879784,0.693949227,1.638242047,1.452193752,0.97822695,1.008850555,1.36552149,small
514002,1.44345679,0.945068902,2.114982974,1.383412383,1.325297262,1.104705715,1.059193565,1.034020817,1.147601044,small
514003,1.073940487,1.257113706,0.966508539,1.100737443,0.931464174,1.617405254,0.80229979,0.395875139,0.863558311,small
514004,1.085840249,0.948337404,1.520751576,1.110621242,1.732255166,0.979768786,0.919218585,1.223679045,1.031110059,small
514005,1.020151599,0.97004895,0.959037825,1.071398033,1.327008086,1.216018817,0.714586028,0.90721482,1.225884439,small
514006,1.034149707,1.141379868,0.996402878,1.006696002,2.353075916,1.799684543,1.114048045,0.4942076,1.507459207,small
514007,0.989717938,1.75795236,1.035957843,1.018252127,2.204843192,1.542546632,0.940918397,0.690826795,1.138684518,small
514008,1.055462185,1.076889942,1.05982078,1.042385057,1.51157012,1.417435987,1.032445777,1.047361786,1.292369122,small
514009,0.63114094,1.344271291,1.316381213,1.116381213,2.128709729,1.160683761,0.929760013,1.014389026,1.737643349,medium
514010,1.100258755,0.972230158,0.993432176,0.793432176,1.006749691,1.215445185,0.955579212,1.054380067,1.883801737,medium
514011,1.743443174,2.430690877,1.054565815,0.854565815,0.911415792,1.130933567,0.892731388,0.629154644,1.62957357,medium
514012,1.130295629,1.016063851,1.039262821,0.839262821,0.9896678,1.189173095,1.004344285,1.008606778,1.740358385,medium
514013,1.829953198,2.625,1.808690614,1.608690614,1.375500711,1.4416,0.656403732,1.863759848,1.949335119,medium
514014,1.207929216,1.286606129,0.911029748,0.711029748,1.127459618,1.207310096,0.96615215,0.941711626,1.819007928,medium
514015,1.007412476,1.140496926,0.984159864,0.784159864,0.952760085,1.261072261,1.04423676,1.055404589,1.728552871,medium
514016,1.032599753,1.039201638,0.971632613,0.771632613,1.1106707,1.203203661,0.957632671,0.983265491,1.795311307,medium
514017,1.02962963,1.914966542,0.950781364,0.750781364,1.021725341,1.25217542,1.014529915,1.008764393,1.714849119,medium
514018,1.260052832,1.916390179,1.242477035,1.042477035,1.53272761,1.431572838,1.057422267,0.722049058,1.873212748,medium
514019,1.027061228,1.225706271,1.423422482,1.223422482,1.010743161,1.188995873,0.847214245,1.032764029,1.827473834,medium
514020,1.0003462,1.036128153,0.972871076,0.772871076,1.944439291,1.145961879,0.970618034,1.054638124,1.725449871,medium
514021,0.979589573,0.935586481,0.990543238,0.790543238,1.532687893,1.326340256,0.850915815,0.78359122,1.758438801,medium
514022,0.994688819,0.988764045,1.028243601,0.828243601,1.223335298,1.192015968,1.012188729,0.991739675,1.754885312,medium
514023,0.962408313,1.134000233,1.067293419,0.867293419,0.961657118,1.160031793,1.018358531,0.990715391,1.79486641,medium
514024,0.927610759,1.103501946,1.54876549,1.34876549,1.232092837,1.180447585,1.105249581,1.083777609,1.615255543,medium
514025,0.916801369,0.888140666,1.037526709,0.837526709,1.283966245,1.391582961,1.01205155,1.24545043,1.995425162,medium
514026,0.945418399,1.020893494,1.03102271,0.83102271,1.014925373,1.709651257,2.194107172,1.001939551,1.787749839,medium
514027,0.993884683,1.009254363,1.1276568,0.9276568,1.263426775,1.187546189,1.006335216,0.963414634,1.802416432,medium
514028,0.953557804,1.126952596,1.109062122,0.909062122,1.293680939,1.34334471,0.920640386,0.880688643,1.863949171,medium
514029,1.192844677,1.098973881,1.310533239,1.110533239,1.222432411,1.157081926,1.008831717,0.924398625,1.894304835,medium
514030,1.033291962,1.154012321,0.955267805,0.755267805,1.490598815,1.186946265,0.853464318,1.282353803,1.564957265,medium
514031,1.236095528,1.36207256,0.913823767,0.713823767,1.916220115,1.183556299,0.765102069,1.150181749,1.617332102,medium
514032,0.968859397,1.111869118,0.927755595,0.727755595,2.351516948,2.686723856,0.90524122,1.055597739,1.80334693,medium
514033,0.967519005,1.01456,1.006698799,0.806698799,0.917169584,1.225359544,0.969198664,1.027848101,1.783382378,medium
514034,1.007301935,1.069612441,1.143390879,0.943390879,0.966830082,1.16190898,0.634332745,0.986514187,1.875464992,medium
514035,0.939379566,1.110494629,0.916538972,0.716538972,1.810034392,1.185123475,0.99783639,0.983225682,1.84562969,medium
514036,1.012182843,1.130239323,1.180279142,0.980279142,3.835956777,1.265197259,0.953125,0.850874536,1.71299642,medium
514037,0.540368618,2.404342483,2.529460581,2.329460581,0.890880654,1.22601626,1.03420806,0.860790618,1.808574739,medium
514038,1.325010887,1.199909279,0.890923567,0.690923567,1.087961527,1.390566038,0.893636931,1.15463138,1.795606624,medium
514039,1.053053707,0.948665298,1.021038496,0.821038496,1.171033479,1.267326733,1.134955752,0.91325157,1.840473727,medium
514040,0.996388114,0.909051311,0.961266456,0.761266456,1.003390623,1.137012527,0.975984396,1.023913314,1.813823716,medium
514041,1.125103164,0.919771403,0.899374187,0.699374187,0.978913738,1.210726795,1.059891509,0.98568873,1.858693361,medium
514042,1.078293894,1.215610829,1.750604676,1.550604676,1.032956685,1.174695235,0.984394619,0.823609845,1.741665162,medium
514043,0.987555388,1.12971441,0.950289665,0.750289665,0.950389729,1.217196299,0.944900352,1.024141315,1.96875701,medium
